dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_roc_auc,std_roc_auc
1069_pc2,1.1463489532470703,0.017960219461755498,0.002146005630493164,0.0013290435948237946,0.9942742107260856,0.00121480996753805,0.9958782885734128,0.00043755776295356386,0.9983827493261457,0.0011919585949165697,0.9971285137062258,0.0006106208737057949,0.25810269848259754,0.13375300797804218
1071_mw1,0.012833452224731446,0.003924983390893497,0.003896665573120117,0.004778866934407399,0.9354629629629629,0.0094034047412917,0.9460708236910769,0.011805571628469905,0.9865585585585587,0.008547152190485659,0.9658025403625586,0.004803427191550521,0.6553359073359074,0.08198990660853048
1073_jEdit_4,0.01424098014831543,0.003663290579606176,0.001717853546142578,0.003435707092285156,0.7078114478114479,0.050262222076245415,0.6945977702174646,0.0387107568077136,0.7785714285714286,0.1505093393264677,0.7243301720717876,0.07410165981599923,0.7874440374440373,0.0922393715303818
1075_datatrieve,0.014196634292602539,0.0035135319104642434,0.0020964622497558595,0.0015670867253850637,0.8692307692307694,0.03076923076923075,0.9193992673992675,0.021441980714135295,0.9416666666666668,0.0565194165260439,0.9287981859410431,0.01995464852607708,0.7195652173913043,0.12439018441748562
1115_teachingAssistant,0.009335756301879883,0.0022596777975830394,0.002438068389892578,0.0038664858192357086,0.6574193548387096,0.15126032365685343,0.5336507936507936,0.3585396319439138,0.46909090909090906,0.3216486456363052,0.43914664710556883,0.23321035216168634,0.8227368421052631,0.07177462443321783
1121_badges2,0.01070547103881836,0.0014917762358888122,0.0028321266174316405,0.0035250845226659474,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1167_pc1_req,0.008675670623779297,0.0018446400727267951,0.001389932632446289,0.0014585680503358906,0.68125,0.04485218779502289,0.6935981464473574,0.022722157491620282,0.9346622369878184,0.03696028842651459,0.7962004829534574,0.027337369090298845,0.6002617537501258,0.07116286986099322
11_balance-scale,0.0050689697265625,0.003886179734792546,0.002117776870727539,0.0033249626216322607,0.9151999999999999,0.06451790449169903,0.9243107602825094,0.11487149626536593,0.916152450090744,0.0679027332473865,0.9126883171779184,0.05675176408113031,0.984581283823224,0.020490077384722933
12_mfeat-factors,1.1357264518737793,0.02067294698221164,0.0021088123321533203,0.0017902796969126796,0.9925,0.0035355339059327407,0.9564980446010092,0.0263938108967797,0.97,0.02449489742783176,0.9628188537626288,0.017296197472623783,0.9996527777777778,0.0002484519974999844
1456_appendicitis,0.006273746490478516,0.005133203164256355,0.002567148208618164,0.0029436436572368363,0.8588744588744589,0.05895080356900158,0.8654135338345865,0.036694331364794365,0.9764705882352942,0.04705882352941177,0.9170426065162907,0.03560367752489294,0.8482352941176471,0.07715979016296685
1460_banana,0.004821634292602539,0.004136015362812092,0.004082822799682617,0.004197141007606191,0.5486792452830189,0.02795128753567715,0.5559349575610614,0.013028647201486944,0.8947008547008547,0.07222985849479494,0.6851759821694728,0.03058671891886828,0.5479285743180862,0.03423375619165302
1462_banknote-authentication,0.003988122940063477,0.004534065341527578,0.0042708396911621095,0.004406320078995314,0.9897969475779694,0.005837457595207762,0.9947358122121445,0.004878624449873534,0.9868765049879601,0.009292001806592216,0.9907629474300466,0.005307925819750996,0.9997848607375076,0.0002256959083327025
1464_blood-transfusion-service-center,0.008731985092163086,0.002579299081109878,0.00123443603515625,0.0015683017598290424,0.7727874720357942,0.026621621640229062,0.8172369308370557,0.07621522543366004,0.9298245614035088,0.10771986970532456,0.8603077543495795,0.023081959524590648,0.8799909495962128,0.0721466339341169
1465_breast-tissue,0.00746006965637207,0.0059493382318710555,0.002218961715698242,0.0031481579184478646,0.7727272727272727,0.13351311879619904,0.5166666666666667,0.3431876713662333,0.38,0.2501999200639361,0.42142857142857143,0.257935286932397,0.8001470588235294,0.1932267882450612
1466_cardiotocography,0.02282571792602539,0.0034907556845071123,0.005027055740356445,0.004158810263748614,0.8235857497928748,0.08452109219267043,0.7072976358042091,0.19579345655731578,0.5905097451274363,0.1775148696396293,0.6411850657684826,0.18504221053208594,0.8743756485365208,0.08226924394700032
1467_climate-model-simulation-crashes,0.01618165969848633,0.004333143355791238,0.002147054672241211,0.0030172989088680657,0.912962962962963,0.009442628728875522,0.9258995845676212,0.009772989887900648,0.9837765409193981,0.010386337762071629,0.9538803555548311,0.004912933846961111,0.8731537598204264,0.0536123745081272
1473_fertility,0.004644203186035156,0.0032065980820351813,0.0035935401916503905,0.0035368042078765282,0.8800000000000001,0.024494897427831803,0.8800000000000001,0.024494897427831803,1.0,0.0,0.9359886201991465,0.013937352732763518,0.6143790849673203,0.24032165140487358
1475_first-order-theorem-proving,1.1414817333221436,0.02108529973499625,0.0020011425018310546,0.0017855151541029603,0.6595483355511733,0.061610741189547714,0.6313007624971411,0.0804880625827117,0.5426890756302521,0.1577615228978209,0.5627979074634946,0.07831153363294192,0.7182734804654252,0.07551974339622954
1479_hill-valley,0.02358875274658203,0.003589825460184654,0.005985164642333984,0.0033254951898523955,0.9554467231234909,0.014405582764224722,0.9626186889641634,0.029813075529549028,0.9488551686763312,0.008021920672907499,0.9553743282974849,0.013509205688128172,0.9687493351815754,0.011203952050363387
