abs-error-CC,abs-error-CC-predicted,abs-error-ACC,abs-error-ACC-predicted,abs-error-SMM,abs-error-SMM-predicted,abs-error-HDy,abs-error-HDy-predicted,abs-error-DyS,abs-error-DyS-predicted,abs-error-SORD,abs-error-SORD-predicted,abs-error-MS,abs-error-MS-predicted,abs-error-MAX,abs-error-MAX-predicted,abs-error-X,abs-error-X-predicted,abs-error-T50,abs-error-T50-predicted,abs-error-ideal,quantifier-ideal,quantifier-ideal-num,abs-error-recommended,quantifier-recommended,quantifier-recommended-num,rank-1,rank-2,rank-3,rank-4,rank-5,rank-6,rank-7,rank-8,rank-9,rank-10
0.0089,0.05168286666666658,0.0083,0.03515630000000008,0.00835,0.027120500000000013,0.01115,0.14242506666666666,0.0063,0.14073009999999972,0.00865,0.024791899999999978,0.00775,0.04059200000000005,0.00885,0.027607399999999952,0.0093,0.029085499999999934,0.495,0.4949811000000022,0.0063,DyS,4,0.024791899999999978,SORD,5,5,2,7,8,1,6,0,4,3,9
0.0332,0.18788100000000005,0.019,0.1399955999999999,0.01745,0.034005099999999955,0.05995,0.13398857999999983,0.01855,0.03543640000000003,0.0158,0.031456200000000004,0.0154499999999999,0.045607050000000024,0.0141,0.021119599999999975,0.01065,0.021824999999999966,0.495,0.49499970000000304,0.01065,X,8,0.021119599999999975,MAX,7,7,8,5,2,4,6,3,1,0,9
0.0584,0.025473833333333338,0.0249,0.015752899999999983,0.02315,0.01628490000000004,0.0739,0.05512235000000008,0.0304499999999999,0.016025200000000045,0.0197999999999999,0.012485499999999986,0.02055,0.012701800000000017,0.02545,0.014383099999999965,0.01325,0.012034999999999987,0.495,0.494999400000003,0.01325,X,8,0.012034999999999987,X,8,8,5,6,7,1,4,2,0,3,9
0.1776,0.18094362285714283,0.13505,0.1295510916666675,0.1110999999999999,0.10310924833333396,0.11005,0.12602672999999978,0.1074,0.11705107999999927,0.11895,0.10773201285714233,0.1187,0.11108274833333401,0.13035,0.1245960533333338,0.14925,0.13889631000000047,0.495,0.49500000000000305,0.1074,DyS,4,0.10310924833333396,SMM,2,2,5,6,4,7,3,1,8,0,9
0.0461,0.21138379999999998,0.0325499999999999,0.05187969333333328,0.0233999999999999,0.026498259999999954,0.0596999999999999,0.09259246666666662,0.0137,0.02771589999999998,0.01675,0.023547750000000006,0.0226,0.03661790000000003,0.0118,0.021049599999999967,0.01295,0.016476860000000013,0.495,0.494998700000003,0.0118,MAX,7,0.016476860000000013,X,8,8,7,5,2,4,6,1,3,0,9
0.1017,0.09318681666666682,0.0717,0.06961316214285722,0.0507,0.06083054166666664,0.0485,0.08354163333333335,0.04415,0.05665945833333331,0.0524,0.06320588833333336,0.05485,0.06089221547619043,0.06255,0.08535350499999987,0.0713,0.07596443666666691,0.495,0.49497660523809706,0.04415,DyS,4,0.05665945833333331,DyS,4,4,2,6,5,1,8,3,7,0,9
0.0161,0.05951659999999978,0.0141999999999999,0.037036010000000036,0.0124,0.017390866666666636,0.0203,0.0693977833333332,0.0096499999999999,0.017883349999999982,0.0092,0.014835020000000018,0.0101,0.019851999999999953,0.0118,0.012683100000000011,0.0102499999999999,0.014444550000000033,0.495,0.49499780000000293,0.0092,SORD,5,0.012683100000000011,MAX,7,7,8,5,2,4,6,1,0,3,9
0.0583,0.039019130000000006,0.03125,0.027899380000000026,0.02455,0.026013849999999884,0.06755,0.07841621166666672,0.02045,0.027895106666666655,0.02205,0.026664671666666587,0.02315,0.024911549999999984,0.0214,0.03663036999999995,0.0214,0.031988166666666616,0.495,0.49500860000000224,0.02045,DyS,4,0.024911549999999984,MS,6,6,2,5,4,1,8,7,0,3,9
0.375,0.32492466666666586,0.30355,0.25030791999999963,0.17965,0.20194086666666672,0.3486,0.24622143333333285,0.055,0.1642617250000004,0.14,0.13224921666666645,0.0584,0.3079812999999989,0.0567999999999999,0.11475829999999984,0.1015,0.13962500000000014,0.495,0.49499420000000294,0.055,DyS,4,0.11475829999999984,MAX,7,7,5,8,4,2,3,1,6,0,9
0.2852,0.15632051666666663,0.0802,0.07979475000000008,0.04665,0.03499402999999992,0.08945,0.09188888999999986,0.0449,0.028883491666666653,0.0417499999999999,0.028500899999999916,0.0697,0.05258560000000004,0.04995,0.027717424999999976,0.05315,0.03076938333333337,0.495,0.49500000000000305,0.0417499999999999,SORD,5,0.027717424999999976,MAX,7,7,5,4,8,2,6,1,3,0,9
0.505,0.3320995999999986,0.505,0.2910927999999999,0.17965,0.2542422000000001,0.21545,0.20557473333333307,0.35945,0.20045480000000107,0.1281,0.16117459999999956,0.505,0.3310522666666659,0.1098,0.14371580000000034,0.1098,0.18411309999999984,0.495,0.4949917000000027,0.1098,MAX,7,0.14371580000000034,MAX,7,7,5,8,4,3,2,1,6,0,9
0.1217,0.11429680000000021,0.09115,0.10754323214285702,0.1032,0.09277557500000007,0.23045,0.16193168999999985,0.12855,0.10964250333333338,0.10505,0.11988476666666671,0.102,0.0909394083333333,0.0984,0.12473367500000004,0.09115,0.1349359500000001,0.495,0.4949894000000029,0.09115,ACC,1,0.0909394083333333,MS,6,6,2,1,4,0,5,7,8,3,9
0.0,0.10486813333333349,0.0045,0.15578115000000015,0.0316,0.0483154299999999,0.0279999999999999,0.11855811333333334,0.0109,0.04415815333333334,0.0101,0.04123515499999999,0.01475,0.06640578999999985,0.0045,0.039804774999999994,0.0045,0.04089675666666666,0.495,0.49498080000000266,0.0,CC,0,0.039804774999999994,MAX,7,7,8,5,4,2,6,0,3,1,9
0.1008,0.18367279999999997,0.0562,0.20884406666666716,0.05815,0.3045891750000001,0.06435,0.19095480000000048,0.0361,0.24758250000000023,0.04565,0.17492009999999977,0.05735,0.26923389999999964,0.0538499999999999,0.16392237500000018,0.0538499999999999,0.21129972500000002,0.4949,0.49499960000000304,0.0361,DyS,4,0.16392237500000018,MAX,7,7,5,0,3,1,8,4,6,2,9
0.0461,0.01665072666666668,0.0376,0.026748979999999978,0.02475,0.0351571671428571,0.01915,0.1680740833333331,0.0227,0.02407461249999995,0.02625,0.020773608333333308,0.02655,0.039778799999999906,0.02675,0.01973759500000002,0.02395,0.044439266666666706,0.495,0.49501230000000174,0.01915,HDy,3,0.01665072666666668,CC,0,0,7,5,4,1,2,6,8,3,9
0.2101,0.28157459999999956,0.1055499999999999,0.21060641666666685,0.0902,0.10813528333333347,0.37875,0.23424046666666687,0.1339499999999999,0.14524625,0.0863,0.14579213952380943,0.085,0.1308388749999997,0.1164,0.1389227116666665,0.11175,0.18703057999999959,0.495,0.49499990000000305,0.085,MS,6,0.10813528333333347,SMM,2,2,6,7,4,5,8,1,3,0,9
0.0084,0.019345500000000015,0.00955,0.015713150000000006,0.00955,0.010981800000000017,0.02185,0.051101883333333334,0.0096,0.010864958333333345,0.0070999999999999,0.010782500000000004,0.00755,0.010857250000000014,0.0047,0.011813924999999986,0.0047,0.011320600000000017,0.495,0.49499960000000304,0.0047,MAX,7,0.010782500000000004,SORD,5,5,6,4,2,8,7,1,0,3,9
0.0333,0.036327450000000004,0.01955,0.021236999999999992,0.0155,0.019318033333333314,0.043,0.04018558333333328,0.0125,0.01578451666666665,0.01165,0.013739235000000018,0.01295,0.017472320000000017,0.0115,0.012861999999999997,0.0121,0.011534300000000023,0.495,0.49499980000000304,0.0115,MAX,7,0.011534300000000023,X,8,8,7,5,4,6,2,1,0,3,9
0.0,0.02093639999999999,0.0,0.011845999999999999,0.00615,0.011278300000000028,0.05835,0.0528560499999999,0.00785,0.012577700000000004,0.00015,0.007878099999999985,0.00025,0.008439700000000005,0.0066,0.010863200000000005,0.0066,0.009892100000000023,0.495,0.49497850000000254,0.0,CC,0,0.007878099999999985,SORD,5,5,6,8,7,2,1,4,0,3,9
0.166,0.13884473999999997,0.10265,0.09886535000000005,0.08945,0.0866252716666666,0.09295,0.12077102833333332,0.06845,0.08179925999999989,0.0825,0.08780074238095223,0.08035,0.08437075833333327,0.08685,0.11114233833333331,0.0896,0.11137854000000011,0.495,0.49500000000000305,0.06845,DyS,4,0.08179925999999989,DyS,4,4,6,2,5,1,7,8,3,0,9
0.1729,0.1719027000000005,0.1175,0.11493980000000031,0.11135,0.0991250000000006,0.11825,0.11803009999999955,0.1003,0.10729595000000058,0.10665,0.10130110000000063,0.1226,0.1138251000000005,0.1076999999999999,0.11438940000000031,0.1223,0.11990290000000009,0.495,0.4949844000000026,0.1003,DyS,4,0.0991250000000006,SMM,2,2,5,4,6,7,1,3,8,0,9
0.1626999999999999,0.17824709999999933,0.10515,0.1226214999999999,0.0968,0.10817510000000073,0.10635,0.12543190000000087,0.0947,0.11077914999999919,0.0947,0.10873400000000023,0.11155,0.12069819999999934,0.09955,0.11945870000000045,0.10595,0.13007260000000076,0.495,0.4949844000000026,0.0947,DyS,4,0.10817510000000073,SMM,2,2,5,4,7,6,1,3,8,0,9
0.2196999999999999,0.22180666666666632,0.1028999999999999,0.1480950949999998,0.079,0.1171779642857142,0.3164,0.1961178666666669,0.1147,0.10827782500000005,0.0938,0.09403159999999995,0.09515,0.11426621666666675,0.05985,0.10466482999999988,0.04795,0.08838742500000003,0.495,0.4949916000000028,0.04795,X,8,0.08838742500000003,X,8,8,5,7,4,6,2,1,3,0,9
0.2146,0.19804149999999984,0.1341,0.1310978866666669,0.0989,0.08971476000000013,0.1052,0.1421016799999998,0.0992,0.11581056499999957,0.09755,0.11561970999999988,0.10975,0.10538947500000018,0.1085,0.12533998333333352,0.1211,0.1465105999999997,0.495,0.49497320571428766,0.09755,SORD,5,0.08971476000000013,SMM,2,2,6,5,4,7,1,3,8,0,9
0.124,0.12022708333333326,0.08625,0.08058413000000002,0.07945,0.066472695,0.10665,0.1189832000000001,0.07165,0.09913099999999983,0.07385,0.06992666666666666,0.0706,0.06943583333333328,0.05035,0.07635019999999988,0.05185,0.07115929999999997,0.495,0.49499480000000284,0.05035,MAX,7,0.066472695,SMM,2,2,6,5,8,7,1,4,3,0,9
0.1197,0.18319406000000002,0.06455,0.22179940000000026,0.0475999999999999,0.11656390000000019,0.0603,0.19962753333333336,0.0417,0.12214940000000019,0.04315,0.11941931666666648,0.0418,0.11710707999999985,0.0739,0.14384845000000018,0.05785,0.13008692500000005,0.495,0.49499780000000265,0.0417,DyS,4,0.11656390000000019,SMM,2,2,6,5,4,8,7,0,3,1,9
0.2463,0.2997790399999996,0.3168499999999999,0.1562574533333333,0.2547,0.11606900333333328,0.25105,0.18892721666666668,0.23115,0.13823759999999977,0.26045,0.11373162833333307,0.24475,0.13011360833333316,0.26085,0.1256088766666664,0.2163,0.14436744499999976,0.495,0.494997400000003,0.2163,X,8,0.11373162833333307,SORD,5,5,2,7,6,4,8,1,3,0,9
0.0312,0.06535290000000023,0.02275,0.04335586666666668,0.02265,0.034472700000000175,0.0331,0.046008899999999596,0.02035,0.029178766666666738,0.0197999999999999,0.02959465,0.02055,0.03973416666666648,0.02275,0.035113800000000014,0.0227999999999999,0.034934850000000135,0.495,0.49500010000000305,0.0197999999999999,SORD,5,0.029178766666666738,DyS,4,4,5,2,8,7,6,1,3,0,9
0.0842,0.06079351666666662,0.0533999999999999,0.05341649999999995,0.04275,0.03834743333333325,0.2251999999999999,0.09268128333333323,0.06025,0.04105490999999999,0.0423,0.048681049999999976,0.043,0.06807540000000004,0.0533999999999999,0.04226209999999985,0.0537,0.05585149999999992,0.495,0.49499970000000304,0.0423,SORD,5,0.03834743333333325,SMM,2,2,4,7,5,1,8,0,6,3,9
0.24,0.24695369999999997,0.0897,0.12329240833333344,0.06185,0.06979774619047617,0.0714,0.10776405000000011,0.0574,0.07825239999999983,0.05805,0.09014454285714275,0.06535,0.09646128499999992,0.0733,0.08997979404761898,0.07375,0.08164015571428573,0.495,0.4949928157142884,0.0574,DyS,4,0.06979774619047617,SMM,2,2,4,8,7,5,6,3,1,0,9
0.0023,0.02317160000000005,0.0118,0.024997973333333312,0.0215,0.02145730666666662,0.03265,0.053416741666666594,0.0094,0.022656113333333394,0.0125499999999999,0.01806865333333334,0.0161,0.018263289999999995,0.02195,0.019289024999999974,0.02195,0.02354212666666669,0.495,0.494999350000003,0.0023,CC,0,0.01806865333333334,SORD,5,5,6,7,2,4,0,8,1,3,9
0.0,0.03543296666666662,0.019,0.03241589999999994,0.01815,0.27231126666666644,0.0372,0.12684078666666698,0.01625,0.043536159999999956,0.0133,0.038450391666666604,0.01365,0.03072366666666657,0.019,0.03440701999999999,0.04695,0.03844660000000008,0.495,0.4949948000000027,0.0,CC,0,0.03072366666666657,MS,6,6,1,7,0,8,5,4,3,2,9
0.505,0.28730919999999965,0.505,0.2506386,0.3182,0.19356089999999992,0.2205,0.24715616666666645,0.15345,0.14438990000000013,0.25,0.16772244999999975,0.505,0.15377873333333314,0.22125,0.13059894999999988,0.3035,0.19143600000000005,0.495,0.49500110000000297,0.15345,DyS,4,0.13059894999999988,MAX,7,7,4,6,5,8,2,3,1,0,9
0.0717,0.09965011571428607,0.0641,0.08294153833333322,0.05245,0.0666349,0.0823499999999999,0.11304802500000011,0.0481,0.07669762499999985,0.0519,0.0994213099999999,0.051,0.06868334999999991,0.05895,0.09524484999999991,0.07175,0.12043804999999992,0.495,0.494998500000003,0.0481,DyS,4,0.0666349,SMM,2,2,6,4,1,7,5,0,3,8,9
0.0877999999999999,0.2716652999999998,0.0877999999999999,0.31942617500000015,0.0959,0.3584996999999998,0.14975,0.277957666666666,0.08895,0.30223006666666624,0.0881,0.32225373333333396,0.0998,0.35433279999999945,0.0877999999999999,0.3170993749999996,0.10045,0.3760522000000002,0.495,0.4949989000000031,0.0877999999999999,CC,0,0.2716652999999998,CC,0,0,3,4,7,1,5,6,2,8,9
0.1043999999999999,0.1280405000000002,0.0633,0.10347584999999994,0.0553,0.11187685666666658,0.09605,0.15412018333333324,0.06235,0.11379263333333331,0.05285,0.12105605666666679,0.05545,0.09727769500000012,0.08425,0.16255666666666663,0.075,0.14791167999999966,0.495,0.4949976000000028,0.05285,SORD,5,0.09727769500000012,MS,6,6,1,2,4,5,0,8,3,7,9
0.0312,0.028600876666666736,0.02415,0.024988000000000038,0.01925,0.026603050476190316,0.03905,0.059607474999999854,0.016,0.022217838333333375,0.0164,0.022445754285714242,0.0165,0.02258975999999993,0.02415,0.023095085000000008,0.0227999999999999,0.027784590000000036,0.4949,0.49499900000000296,0.016,DyS,4,0.022217838333333375,DyS,4,4,5,6,7,1,2,8,0,3,9
0.0912,0.05451728999999986,0.0604,0.033155325,0.03715,0.03202123666666655,0.0555,0.08680713000000008,0.0305,0.03245263333333339,0.0353,0.029245604523809476,0.03885,0.03204802999999997,0.03885,0.02895213999999998,0.03885,0.030857290476190544,0.495,0.4949997000000031,0.0305,DyS,4,0.02895213999999998,MAX,7,7,5,8,2,6,4,1,0,3,9
0.0703,0.17466313000000014,0.0582,0.08188309047619055,0.0421,0.06277047833333341,0.04675,0.08088672500000002,0.0321,0.06414335333333328,0.03785,0.060675183333333334,0.04075,0.07138636666666646,0.048,0.06598840571428574,0.048,0.05762227000000002,0.495,0.4949997333333364,0.0321,DyS,4,0.05762227000000002,X,8,8,5,2,4,7,6,3,1,0,9
0.0,0.04435559999999994,0.0,0.029864600000000005,0.0001,0.028505599999999975,0.00745,0.1523896000000002,0.0,0.057622799999999905,0.0,0.03026759999999996,0.0,0.024666999999999936,0.0154,0.04390579999999983,0.0154,0.03004729999999995,0.495,0.49494820000000145,0.0,CC,0,0.024666999999999936,MS,6,6,2,1,8,5,7,0,4,3,9
0.1889999999999999,0.18172549,0.1307,0.17576088333333362,0.0954,0.13969689999999996,0.2346,0.15895980000000012,0.11525,0.14470385000000002,0.09245,0.15124753333333327,0.10575,0.1548233516666668,0.10135,0.17640459500000027,0.1089,0.1935067999999997,0.495,0.49498066666666934,0.09245,SORD,5,0.13969689999999996,SMM,2,2,4,5,6,3,1,7,0,8,9
0.012,0.026860799999999994,0.0107,0.05302729999999996,0.0121999999999999,0.020471799999999995,0.07635,0.12487640000000036,0.0068,0.21794250000000073,0.00795,0.011507099999999977,0.0092,0.06875820000000013,0.0107,0.019875900000000002,0.0107,0.031241799999999983,0.495,0.49495250000000107,0.0068,DyS,4,0.011507099999999977,SORD,5,5,7,2,0,8,1,6,3,4,9
0.0959,0.12926927000000005,0.0579,0.0931094583333334,0.05195,0.06364391166666668,0.0636,0.0883424983333333,0.05155,0.059156691666666435,0.0507,0.05728629333333338,0.0521,0.06829933333333314,0.0584499999999999,0.07145822499999989,0.05885,0.06775855,0.495,0.49499820000000305,0.0507,SORD,5,0.05728629333333338,SORD,5,5,4,2,8,6,7,3,1,0,9
0.0103,0.018257716666666705,0.0112,0.014017399999999984,0.0112,0.015275800000000058,0.0115,0.027554650000000083,0.0087,0.011974349999999969,0.00995,0.010770966666666666,0.00985,0.01235584000000004,0.0116,0.011155199999999999,0.0116,0.009967000000000009,0.495,0.4949980666666697,0.0087,DyS,4,0.009967000000000009,X,8,8,5,7,4,6,1,2,0,3,9
0.0102,0.03011494000000004,0.01165,0.026654675000000034,0.0129,0.017555533333333366,0.01695,0.06734796666666652,0.00995,0.019543950000000008,0.0102499999999999,0.0161909,0.00985,0.01918604999999999,0.00935,0.014721599999999984,0.00935,0.01226090000000002,0.495,0.4949842500000026,0.00935,MAX,7,0.01226090000000002,X,8,8,7,5,2,6,4,1,0,3,9
0.0068,0.02565508666666669,0.0084,0.024184810000000022,0.01325,0.022982353333333268,0.02255,0.04209313499999993,0.00815,0.016640300000000035,0.00845,0.020208748333333304,0.0098999999999999,0.021657429999999984,0.00905,0.021077549999999983,0.0082,0.02480774333333333,0.495,0.4949994666666697,0.0068,CC,0,0.016640300000000035,DyS,4,4,5,7,6,2,1,8,0,3,9
0.0135,0.020753950000000042,0.01325,0.01582489999999999,0.012,0.013159433333333352,0.01515,0.04835749999999989,0.0104,0.011488339999999991,0.01175,0.01160199999999999,0.0118,0.014218400000000044,0.0130499999999999,0.011648300000000002,0.0130499999999999,0.010825200000000012,0.495,0.4949541000000016,0.0104,DyS,4,0.010825200000000012,X,8,8,4,5,7,2,6,1,0,3,9
0.4386,0.3313139999999997,0.2145,0.1938916166666662,0.1473499999999999,0.1666240499999998,0.1869,0.18647613333333296,0.1494,0.1706339800000005,0.15155,0.1722753999999995,0.1868,0.21511899999999995,0.17955,0.2041552000000004,0.1704,0.23429470000000027,0.49495,0.4949827000000023,0.1473499999999999,SMM,2,0.1666240499999998,SMM,2,2,4,5,3,1,7,6,8,0,9
0.1828999999999999,0.1786561999999995,0.11375,0.13772379166666687,0.0962,0.10832163000000024,0.1014,0.1212917500000005,0.0883,0.10522530666666609,0.0994999999999999,0.11780788333333295,0.0962,0.11807702333333239,0.11545,0.12981472333333338,0.14025,0.14308802499999998,0.495,0.49499980000000304,0.0883,DyS,4,0.10522530666666609,DyS,4,4,2,5,6,3,7,1,8,0,9
0.0984999999999999,0.22666109999999973,0.0594,0.17925841333333314,0.04895,0.1641593,0.0605999999999999,0.1433911099999999,0.04685,0.14899254666666667,0.04905,0.16423149999999975,0.0504,0.2292288516666666,0.0587,0.20836375000000054,0.06,0.20892467333333373,0.495,0.49500760000000193,0.04685,DyS,4,0.1433911099999999,HDy,3,3,4,2,5,1,7,8,0,6,9
0.309,0.31749339999999976,0.1318,0.16304369166666666,0.10855,0.09972369999999994,0.1737999999999999,0.16535314999999967,0.11725,0.0984198199999999,0.1115,0.10573338333333335,0.1229,0.1190824766666667,0.12725,0.11284841666666666,0.13805,0.12379695499999997,0.495,0.4949988833333361,0.10855,SMM,2,0.0984198199999999,DyS,4,4,2,5,7,6,8,1,3,0,9
0.0424,0.19997879999999996,0.03175,0.20093011666666657,0.0325499999999999,0.13657937499999984,0.04835,0.1812025499999996,0.0269499999999999,0.137456775,0.027,0.1291507233333333,0.031,0.1613985000000002,0.03055,0.15461082499999995,0.02885,0.14158872500000003,0.495,0.4949621000000011,0.0269499999999999,DyS,4,0.1291507233333333,SORD,5,5,2,4,8,7,6,3,0,1,9
0.071,0.04355313333333327,0.03235,0.038758000000000035,0.0255,0.026723099999999868,0.03575,0.08570113333333328,0.02395,0.03956488333333324,0.026,0.03444540499999992,0.02595,0.03164383999999994,0.02505,0.03940481999999985,0.03135,0.0358440999999999,0.495,0.49499818333333623,0.02395,DyS,4,0.026723099999999868,SMM,2,2,6,5,8,1,7,4,0,3,9
0.3781,0.32522859999999965,0.1750499999999999,0.18507396666666664,0.0986,0.12458620000000001,0.15875,0.19249283333333292,0.1033,0.1334694666666665,0.0983,0.12550203333333307,0.12975,0.14939055000000018,0.1325,0.14553108333333334,0.1325,0.1403252249999999,0.495,0.4949987000000028,0.0983,SORD,5,0.12458620000000001,SMM,2,2,5,4,8,7,6,1,3,0,9
0.0697,0.2828871999999995,0.03215,0.1057891833333332,0.02215,0.05192217,0.0352,0.12392660000000003,0.01415,0.05640608333333325,0.01995,0.04738392833333335,0.02135,0.08762161000000003,0.01485,0.04675188999999983,0.01485,0.0494745833333333,0.495,0.49499970000000304,0.01415,DyS,4,0.04675188999999983,MAX,7,7,5,8,2,4,6,1,3,0,9
0.1086999999999999,0.12189433333333352,0.05295,0.0899897549999999,0.0496,0.06906295666666666,0.05585,0.07944555666666685,0.04565,0.05775487333333317,0.04775,0.05809037666666652,0.048,0.06862009833333317,0.05485,0.064977365,0.05145,0.0667847785714286,0.495,0.49499883333333633,0.04565,DyS,4,0.05775487333333317,DyS,4,4,5,7,8,6,2,3,1,0,9
0.0696,0.04343232999999991,0.0344,0.04451147333333329,0.0306999999999999,0.04189438666666661,0.0295,0.08787292380952393,0.02775,0.04158732833333334,0.0315,0.03446641333333327,0.0317,0.04368353000000004,0.0359,0.033419259999999916,0.03415,0.03985441333333331,0.495,0.4949906000000022,0.02775,DyS,4,0.033419259999999916,MAX,7,7,5,8,4,2,0,6,1,3,9
0.0349,0.04347655333333333,0.0243999999999999,0.03022700999999999,0.0206,0.02916914333333324,0.0277,0.05240674666666655,0.0168,0.021892281666666652,0.01925,0.024440044999999955,0.01955,0.024161309999999964,0.02115,0.02655666,0.02205,0.03358330047619046,0.495,0.49500430000000245,0.0168,DyS,4,0.021892281666666652,DyS,4,4,6,5,7,2,1,8,0,3,9
0.006,0.02237930666666672,0.0083,0.013714699999999995,0.00825,0.012816499999999986,0.01355,0.03459232023809522,0.00615,0.014948666666666657,0.0069999999999999,0.011979400000000008,0.00765,0.01277620000000003,0.00755,0.014059899999999976,0.01075,0.012972166666666644,0.4949,0.49499470000000284,0.006,CC,0,0.011979400000000008,SORD,5,5,6,2,8,1,7,4,0,3,9
0.0839,0.11023799999999952,0.04305,0.05768385000000023,0.03695,0.0497718499999999,0.05975,0.07697800000000043,0.03185,0.049470033333333,0.0341,0.04706829999999976,0.0371,0.052294158333333444,0.0417499999999999,0.05341048333333312,0.04325,0.04944160000000019,0.4949,0.49500000000000305,0.03185,DyS,4,0.04706829999999976,SORD,5,5,8,4,2,6,7,1,3,0,9
0.0361,0.06619429999999943,0.0259,0.04100064999999982,0.02555,0.03322418333333338,0.03315,0.0500579666666668,0.0219,0.028595100000000113,0.02285,0.03062015000000002,0.02385,0.04298323333333335,0.0259,0.03340555000000006,0.0256999999999999,0.033557500000000046,0.495,0.49500000000000305,0.0219,DyS,4,0.028595100000000113,DyS,4,4,5,2,7,8,1,6,3,0,9
0.0029,0.016827400000000003,0.00915,0.016707325000000002,0.0094,0.012785000000000027,0.0127,0.03368570000000003,0.0062,0.01697489999999998,0.00835,0.014343450000000018,0.00865,0.013423600000000029,0.0095,0.016048449999999968,0.0074,0.014806599999999996,0.495,0.49499980000000304,0.0029,CC,0,0.012785000000000027,SMM,2,2,6,5,8,7,1,0,4,3,9
