abs-error-CC,abs-error-CC-predicted,abs-error-ACC,abs-error-ACC-predicted,abs-error-PACC,abs-error-PACC-predicted,abs-error-PCC,abs-error-PCC-predicted,abs-error-SMM,abs-error-SMM-predicted,abs-error-HDy,abs-error-HDy-predicted,abs-error-DyS,abs-error-DyS-predicted,abs-error-SORD,abs-error-SORD-predicted,abs-error-MS,abs-error-MS-predicted,abs-error-MS2,abs-error-MS2-predicted,abs-error-MAX,abs-error-MAX-predicted,abs-error-X,abs-error-X-predicted,abs-error-T50,abs-error-T50-predicted,abs-error-ideal,quantifier-ideal,quantifier-ideal-num,abs-error-recommended,quantifier-recommended,quantifier-recommended-num,rank-1,rank-2,rank-3,rank-4,rank-5,rank-6,rank-7,rank-8,rank-9,rank-10,rank-11,rank-12,rank-13
0.4485,0.40909102857142915,0.20375,0.34659410000000074,0.5,0.3829875999999995,0.29164999999999996,0.27201174333333267,0.0765,0.15982597500000012,0.2327,0.23929340000000032,0.08265,0.24720509000000052,0.0787,0.17633591666666704,0.14429999999999998,0.3029276000000001,0.3429,0.37787793000000025,0.09494999999999999,0.21778653333333411,0.0993,0.2607834516666666,0.5,0.5,0.0765,SMM,4,0.15982597500000012,SMM,4,4,7,10,5,6,11,3,8,1,9,2,0,12
0.3601,0.28918893333333334,0.11505000000000001,0.15731500333333326,0.48835,0.21200947500000045,0.26844999999999997,0.25285051666666636,0.06865,0.14684509999999976,0.36210000000000003,0.30089539999999937,0.08945,0.19673204000000025,0.05885,0.1510412500000002,0.2969,0.12688170000000001,0.2998,0.3213470333333327,0.18945,0.1537656249999997,0.1253,0.17803731666666692,0.5,0.5,0.05885,SORD,7,0.12688170000000001,MS,8,8,4,7,10,1,11,6,2,3,0,5,9,12
0.0,0.026149133333333366,0.0,0.01378821666666668,0.003,0.0463968,0.003,0.048598533333333395,0.02275,0.03162896666666673,0.01665,0.049033100000000045,0.0,0.01906535000000005,0.0,0.01730019999999999,0.0,0.017257583333333316,0.0,0.042807950000000025,0.0,0.013577099999999988,0.0,0.02125333999999998,0.5,0.5,0.0,CC,0,0.013577099999999988,MAX,10,10,1,8,7,6,11,0,4,9,2,3,5,12
0.5,0.41663735000000035,0.5,0.34077564666666676,0.361,0.2988738,0.361,0.37164059999999866,0.17415,0.11839196666666654,0.317,0.28736749999999966,0.317,0.23693123000000052,0.48625,0.10083747833333338,0.5,0.28353056666666654,0.5,0.3509602933333329,0.5,0.09731628333333334,0.5,0.13047699999999998,0.5,0.5,0.17415,SMM,4,0.09731628333333334,MAX,10,10,7,4,11,6,8,5,2,1,9,3,0,12
0.5,0.41685730000000043,0.5,0.3953955000000007,0.37884999999999996,0.3142715999999997,0.37884999999999996,0.31505809999999923,0.3578,0.3466974999999998,0.5,0.3738134999999988,0.5,0.3420935000000001,0.5,0.35852060000000074,0.5,0.3765218000000003,0.5,0.4200208499999992,0.5,0.34033520000000056,0.5,0.32307030000000053,0.5,0.5,0.3578,SMM,4,0.3142715999999997,PACC,2,2,3,11,10,6,4,7,5,8,1,0,9,12
0.19024999999999997,0.3079138666666668,0.09505000000000001,0.1866802100000002,0.1727,0.2948938166666666,0.21675,0.25764411666666653,0.07755,0.08901359499999999,0.086,0.14078050666666664,0.0776,0.13589873500000016,0.07985,0.09639855047619031,0.07735,0.16376395333333324,0.32780000000000004,0.34955046999999967,0.0942,0.13115950111111102,0.09725,0.14265248166666686,0.5,0.5,0.07735,MS,8,0.08901359499999999,SMM,4,4,7,10,6,5,11,8,1,3,2,0,9,12
0.22625,0.2648801466666677,0.051550000000000006,0.2631740000000011,0.4239,0.24357418333333444,0.20149999999999998,0.21911385833333255,0.0599,0.16231850000000064,0.048600000000000004,0.15220043833333344,0.04285,0.17517950000000032,0.055999999999999994,0.1710324999999998,0.0575,0.2194825999999995,0.35090000000000005,0.39415280000000064,0.09945,0.21922110000000108,0.09945,0.20118861666666762,0.5,0.5,0.04285,DyS,6,0.15220043833333344,HDy,5,5,4,7,6,11,3,10,8,2,1,0,9,12
0.0762,0.20629774166666615,0.08215,0.1323476000000003,0.11939999999999999,0.24542169999999938,0.1431,0.1914539400000007,0.1272,0.13191191666666632,0.08395,0.18257780000000046,0.10305,0.1700053333333332,0.1297,0.12165863333333336,0.09325000000000001,0.18347863333333322,0.301,0.25787397999999906,0.1637,0.10869899999999996,0.22315000000000002,0.1418461999999998,0.5,0.5,0.0762,CC,0,0.10869899999999996,MAX,10,10,7,4,1,11,6,5,8,3,0,2,9,12
0.215,0.27762936833333324,0.1593,0.1409065633333334,0.19690000000000002,0.26209537380952413,0.25105,0.2548375833333329,0.14265,0.13097505833333306,0.1579,0.1444460516666668,0.16005,0.13793380833333346,0.1413,0.10960984999999976,0.15915,0.1307804,0.5,0.3874216999999992,0.1593,0.19843144166666718,0.1593,0.1941145788095243,0.5,0.5,0.1413,SORD,7,0.10960984999999976,SORD,7,7,8,4,6,1,5,11,10,3,2,0,9,12
0.42034999999999995,0.43054790000000026,0.233,0.3568910000000003,0.08875,0.2978476000000002,0.34299999999999997,0.3877297999999998,0.07339999999999999,0.12319997499999992,0.18760000000000002,0.19764780000000026,0.1091,0.23843210000000042,0.055650000000000005,0.09734956666666651,0.11305,0.3417863000000001,0.24684999999999999,0.3770776166666664,0.059699999999999996,0.1488162066666667,0.06535,0.15791502666666685,0.5,0.5,0.055650000000000005,SORD,7,0.09734956666666651,SORD,7,7,4,10,11,5,6,2,8,1,9,3,0,12
0.22795,0.18735869999999955,0.0868,0.10246173333333346,0.19565000000000002,0.1576207333333333,0.21080000000000002,0.20551336000000026,0.046349999999999995,0.1057147,0.17495000000000002,0.17164485000000004,0.060899999999999996,0.1137678333333335,0.04945,0.11552123333333313,0.047400000000000005,0.11737429999999999,0.30219999999999997,0.24997779999999936,0.09065,0.10570389166666676,0.2327,0.07972003333333327,0.5,0.5,0.046349999999999995,SMM,4,0.07972003333333327,X,11,11,1,10,4,6,7,8,2,5,0,3,9,12
0.24815,0.2607678499999991,0.1085,0.09992023999999951,0.12925,0.16107810000000097,0.23125,0.2247878999999997,0.0582,0.07037011428571428,0.06165,0.0896541500000001,0.0487,0.06542662777777741,0.0541,0.06563047500000037,0.07475,0.08253949999999982,0.27605,0.29821876785714424,0.066,0.07196951666666639,0.066,0.07550610000000013,0.5,0.5,0.0487,DyS,6,0.06542662777777741,DyS,6,6,7,4,10,11,8,5,1,2,3,0,9,12
0.5,0.4121865666666668,0.5,0.3817955000000001,0.3151,0.3476596999999995,0.3151,0.28129469999999956,0.33135,0.2889170000000002,0.5,0.27210684999999996,0.5,0.2851820000000003,0.5,0.3062136000000003,0.5,0.3496056000000002,0.5,0.4383936999999994,0.5,0.2992353000000003,0.5,0.3440425000000003,0.5,0.5,0.3151,PACC,2,0.27210684999999996,HDy,5,5,3,6,4,10,7,11,2,8,1,0,9,12
0.08525,0.13949394000000004,0.0762,0.07214178833333329,0.0802,0.11455053999999998,0.14595,0.17167870000000013,0.054000000000000006,0.05839616666666667,0.0356,0.10307710333333325,0.0451,0.05595004833333331,0.0611,0.055316498333333394,0.05625,0.06025479333333335,0.21865,0.21275539999999948,0.06480000000000001,0.068118,0.08495000000000001,0.05943810833333342,0.5,0.5,0.0356,HDy,5,0.055316498333333394,SORD,7,7,6,4,11,8,10,1,5,2,0,3,9,12
0.023399999999999997,0.04546384666666658,0.0361,0.037045958333333344,0.08814999999999999,0.06146819999999985,0.08985,0.09181028333333331,0.0369,0.048848770000000034,0.0736,0.06859209999999988,0.0251,0.03924886142857141,0.03555,0.0368927171428572,0.036000000000000004,0.05884937499999989,0.10060000000000001,0.10576191999999976,0.0361,0.04607265333333326,0.04845,0.05661655000000007,0.5,0.5,0.023399999999999997,CC,0,0.0368927171428572,SORD,7,7,1,6,0,10,4,11,8,2,5,3,9,12
0.14825000000000002,0.2156420383333334,0.06365,0.09082306000000012,0.1509,0.2092457650000002,0.1834,0.2193284616666663,0.05835,0.07181180595238106,0.06875,0.11774743666666657,0.0509,0.08573894666666647,0.05055,0.06305003000000006,0.0572,0.08632835333333339,0.27105,0.2988398583333333,0.0518,0.09075963833333338,0.0721,0.09888705000000012,0.5,0.5,0.05055,SORD,7,0.06305003000000006,SORD,7,7,4,6,8,10,1,11,5,2,0,3,9,12
0.13335,0.18256816000000006,0.061500000000000006,0.0640550133333332,0.11689999999999999,0.18400845595238097,0.1875,0.2199286666666671,0.049550000000000004,0.05395980833333327,0.055600000000000004,0.1063684485714285,0.04595,0.06018009166666654,0.049699999999999994,0.046882479999999976,0.049400000000000006,0.06863987999999999,0.2788,0.23461824666666636,0.06185,0.05617089833333328,0.059500000000000004,0.08643747690476186,0.5,0.5,0.04595,DyS,6,0.046882479999999976,SORD,7,7,4,10,6,1,8,11,5,0,2,3,9,12
0.22665,0.2689311000000002,0.109,0.13056140238095265,0.2889,0.1885378366666667,0.22920000000000001,0.24480797333333323,0.0739,0.08928069999999988,0.0852,0.17177675000000006,0.067,0.08872984166666673,0.06975,0.0930269366666668,0.07425,0.0936370723809524,0.31905,0.3348047833333329,0.09985,0.10973995833333357,0.0848,0.14226689999999992,0.5,0.5,0.067,DyS,6,0.08872984166666673,DyS,6,6,4,7,8,10,1,11,5,2,3,0,9,12
0.00975,0.025722640000000064,0.00975,0.02070010000000008,0.036750000000000005,0.043280799999999967,0.036750000000000005,0.04054300000000001,0.0161,0.022046250000000052,0.0231,0.03860817499999997,0.0104,0.02323889999999999,0.0102,0.017522000000000006,0.010050000000000002,0.03593620000000002,0.01155,0.03240319999999997,0.0007000000000000001,0.03928199999999994,0.0007000000000000001,0.03855720000000003,0.5,0.5,0.0007000000000000001,MAX,10,0.017522000000000006,SORD,7,7,1,4,6,0,9,8,11,5,10,3,2,12
0.02005,0.06052733333333311,0.044950000000000004,0.11141684999999989,0.02125,0.07373873333333328,0.06725,0.08289896666666664,0.05405,0.1098622866666665,0.052250000000000005,0.12094212500000023,0.014650000000000002,0.14469269999999998,0.04020000000000001,0.17669065000000048,0.04445,0.13028393333333335,0.03325,0.09458539999999997,0.0228,0.15159398000000002,0.02165,0.1091692399999998,0.5,0.5,0.014650000000000002,DyS,6,0.06052733333333311,CC,0,0,2,3,9,11,4,1,5,8,6,10,7,12
0.0,0.0883193499999999,0.0,0.08249432249999994,0.0029,0.13860983333333324,0.0029,0.08727919999999988,0.003,0.06052513333333326,0.008150000000000001,0.15546374999999996,0.0012,0.10193490000000016,0.0,0.06226190000000007,0.0,0.09374418749999992,0.0,0.09497394999999992,0.00395,0.04751909999999991,0.00395,0.1125665166666666,0.5,0.5,0.0,CC,0,0.04751909999999991,MAX,10,10,4,7,1,3,0,8,9,6,11,2,5,12
0.5,0.4542296666666674,0.5,0.43623450000000064,0.386,0.33112799999999937,0.386,0.29626014999999983,0.44875,0.23002725000000054,0.281,0.3419449999999997,0.281,0.3853078999999996,0.5,0.2373777500000005,0.5,0.4269114000000009,0.5,0.44228039999999963,0.5,0.35249000000000086,0.5,0.37077430000000033,0.5,0.5,0.281,HDy,5,0.23002725000000054,SMM,4,4,7,3,2,5,10,11,6,8,1,9,0,12
0.0151,0.07553376666666671,0.01115,0.056802150000000134,0.011200000000000002,0.10006728666666663,0.01955,0.09564893333333327,0.009250000000000001,0.05133028666666672,0.0083,0.05817420000000002,0.008150000000000001,0.05887169999999988,0.0087,0.04096077500000006,0.00885,0.04967163333333342,0.030300000000000004,0.14958447999999985,0.01085,0.05678517499999999,0.01115,0.05644348000000009,0.5,0.5,0.008150000000000001,DyS,6,0.04096077500000006,SORD,7,7,8,4,11,10,1,5,6,0,3,2,9,12
0.1303,0.21914387999999974,0.028650000000000002,0.11075476000000026,0.3148,0.21320393333333332,0.20795000000000002,0.2283691133333334,0.06945,0.07615077500000016,0.035,0.11907736999999984,0.02625,0.08636771666666655,0.03,0.07493213333333336,0.0294,0.10181550999999994,0.1555,0.29815653999999936,0.028650000000000002,0.0960816033333332,0.07339999999999999,0.1414752233333335,0.5,0.5,0.02625,DyS,6,0.07493213333333336,SORD,7,7,4,6,10,8,1,5,11,2,0,3,9,12
0.01665,0.023134200000000004,0.013500000000000002,0.02349514999999999,0.0245,0.04097979999999998,0.0348,0.0628673,0.0175,0.024246024999999977,0.012,0.027470199999999986,0.0098,0.0197652566666667,0.014750000000000001,0.024776099999999992,0.015150000000000002,0.023918441666666703,0.0638,0.07745180000000018,0.014750000000000001,0.03137339999999988,0.01645,0.037446900000000026,0.5,0.5,0.0098,DyS,6,0.0197652566666667,DyS,6,6,0,1,8,4,7,5,10,11,2,3,9,12
0.053899999999999997,0.14243470833333333,0.04475,0.08192317999999996,0.087,0.12573139333333316,0.11964999999999999,0.19168713333333393,0.0275,0.06535204166666668,0.02675,0.08489544999999996,0.0317,0.07101027499999987,0.0317,0.06130184166666666,0.03065,0.07380203333333324,0.13615,0.20112789999999917,0.0455,0.07210909801587305,0.03445,0.08869020000000011,0.5,0.5,0.02675,HDy,5,0.06130184166666666,SORD,7,7,4,6,10,8,1,5,11,2,0,3,9,12
0.5,0.3584840333333343,0.5,0.32790180000000074,0.30655,0.3503459999999998,0.30655,0.28689410000000015,0.44585,0.2635218500000001,0.48200000000000004,0.26588168333333334,0.48200000000000004,0.205422966666667,0.47705,0.2776272750000005,0.5,0.30636760000000013,0.5,0.4291594499999997,0.5,0.24413713333333367,0.5,0.28012145000000027,0.5,0.5,0.30655,PACC,2,0.205422966666667,DyS,6,6,10,4,5,7,11,3,8,1,2,0,9,12
0.31489999999999996,0.1432782666666668,0.0575,0.13335040000000037,0.42200000000000004,0.17573609999999976,0.2455,0.16159158333333332,0.1134,0.14167943333333358,0.059050000000000005,0.16384930000000034,0.05935000000000001,0.1540511666666669,0.11349999999999999,0.12162129999999985,0.0575,0.12452050000000012,0.3077,0.2582848799999996,0.0575,0.12979819999999997,0.0575,0.16575873333333327,0.5,0.5,0.0575,ACC,1,0.12162129999999985,SORD,7,7,8,10,1,4,0,6,3,5,11,2,9,12
0.2978,0.13481583333333347,0.23575,0.09075783999999987,0.2546,0.18138476666666623,0.29675,0.16892380000000048,0.24850000000000003,0.08334935000000002,0.4188,0.11686734999999995,0.27855,0.07737422500000017,0.20695,0.08365298333333325,0.30265000000000003,0.07738088333333326,0.3454,0.27227089999999926,0.1764,0.10379108333333305,0.23235,0.12202849999999996,0.5,0.5,0.1764,MAX,10,0.07737422500000017,DyS,6,6,8,4,7,1,10,5,11,0,3,2,9,12
0.00995,0.04375927999999995,0.0137,0.04007698333333335,0.04545,0.07539816666666664,0.05965,0.09123996666666656,0.0177,0.04301274999999992,0.0124,0.04321422500000002,0.01075,0.031141106666666692,0.016300000000000002,0.04063254000000001,0.01665,0.04515370000000007,0.044000000000000004,0.11813354499999992,0.03625,0.04325404999999995,0.03625,0.05851640000000003,0.5,0.5,0.00995,CC,0,0.031141106666666692,DyS,6,6,1,7,4,5,10,0,8,11,2,3,9,12
0.16845,0.29969285333333356,0.08505000000000001,0.23589543333333346,0.1422,0.2699332000000005,0.22094999999999998,0.21810355666666653,0.0733,0.1191607850000001,0.05785,0.12681103333333293,0.05915,0.17628709333333364,0.06935000000000001,0.08165826666666674,0.09140000000000001,0.21521850000000026,0.3159,0.2289512333333338,0.0743,0.10623169999999985,0.07165,0.13127844238095254,0.5,0.5,0.05785,HDy,5,0.08165826666666674,SORD,7,7,10,4,5,11,6,8,3,9,1,2,0,12
