abs-error-CC,abs-error-CC-predicted,abs-error-ACC,abs-error-ACC-predicted,abs-error-PACC,abs-error-PACC-predicted,abs-error-PCC,abs-error-PCC-predicted,abs-error-SMM,abs-error-SMM-predicted,abs-error-HDy,abs-error-HDy-predicted,abs-error-DyS,abs-error-DyS-predicted,abs-error-SORD,abs-error-SORD-predicted,abs-error-MS,abs-error-MS-predicted,abs-error-MS2,abs-error-MS2-predicted,abs-error-MAX,abs-error-MAX-predicted,abs-error-X,abs-error-X-predicted,abs-error-ideal,quantifier-ideal,quantifier-ideal-num,abs-error-recommended,quantifier-recommended,quantifier-recommended-num,rank-1,rank-2,rank-3,rank-4,rank-5,rank-6,rank-7,rank-8,rank-9,rank-10,rank-11,rank-12
0.1832,0.22033766666666654,0.05115,0.10842426190476191,0.06924999999999999,0.14484716666666667,0.2022,0.22434995833333338,0.0507,0.06672056666666669,0.09570000000000001,0.1428699583333332,0.05055,0.10461324166666666,0.04745,0.08079951666666668,0.052199999999999996,0.10339233333333327,0.22644999999999998,0.2529239000000001,0.060149999999999995,0.09418758333333337,0.0554,0.08809304166666669,0.04745,SORD,7,0.06672056666666669,SMM,4,4,7,11,10,8,6,1,5,2,0,3,9
0.19905,0.3486355000000001,0.24215,0.3422780000000001,0.1721,0.32176450000000023,0.24004999999999999,0.26990400000000014,0.12605,0.13471649999999996,0.15245,0.20211233333333337,0.1334,0.2078781666666665,0.12585000000000002,0.12092800000000006,0.1784,0.28986449999999997,0.3971,0.3704626666666668,0.20010000000000003,0.22767799999999996,0.2396,0.2842694999999998,0.12585000000000002,SORD,7,0.12092800000000006,SORD,7,7,4,5,6,10,3,11,8,2,1,0,9
0.28845,0.2575436666666665,0.0691,0.07806108333333328,0.07915,0.20565325000000004,0.2829,0.2766055,0.047599999999999996,0.06686137500000001,0.20850000000000002,0.18844465000000013,0.055099999999999996,0.08058525000000001,0.044950000000000004,0.05141600000000001,0.05595,0.07867575,0.26785,0.26687133333333335,0.051100000000000007,0.07059380000000004,0.044199999999999996,0.0924460666666666,0.044199999999999996,X,11,0.05141600000000001,SORD,7,7,4,10,1,8,6,11,5,2,0,9,3
0.5,0.387381,0.5,0.24751999999999996,0.37799999999999995,0.21357316666666648,0.37799999999999995,0.2949883333333335,0.08564999999999999,0.11094649999999998,0.24285,0.19666100000000009,0.5,0.17320924999999993,0.08275,0.10293641666666671,0.5,0.25838725,0.5,0.3175309166666665,0.2872,0.15230237499999993,0.2872,0.13340916666666666,0.08275,SORD,7,0.10293641666666671,SORD,7,7,4,11,10,6,5,2,1,8,3,9,0
0.27,0.22828812499999984,0.16895,0.15801016666666665,0.3455,0.18330720000000011,0.24945,0.22958153333333325,0.09040000000000001,0.12088649999999998,0.17855000000000001,0.25847400000000004,0.064,0.16329166666666667,0.09140000000000001,0.12697462500000004,0.09300000000000001,0.1460475,0.32905,0.29135950000000016,0.1384,0.13562316666666666,0.41255000000000003,0.14874099999999993,0.064,DyS,6,0.12088649999999998,SMM,4,4,7,10,8,11,1,6,2,0,3,5,9
0.38815,0.4698825000000003,0.09465,0.4331830000000001,0.35215,0.33426099999999986,0.4645,0.4405374999999998,0.12895,0.2712049999999998,0.31605,0.327942,0.16495,0.3355565,0.1315,0.3058674999999997,0.16005,0.4509835000000001,0.3111,0.3001254999999999,0.06735000000000001,0.19809749999999987,0.06735000000000001,0.2256979999999999,0.06735000000000001,MAX,10,0.19809749999999987,MAX,10,10,11,4,9,7,5,2,6,1,3,8,0
0.33715000000000006,0.20392124999999986,0.1259,0.11961550000000006,0.1609,0.1973741666666667,0.3023,0.1878594999999999,0.17015,0.10218350000000002,0.47275,0.19800000000000006,0.43655,0.14191619999999996,0.1464,0.1284699,0.17365000000000003,0.12307249999999995,0.2723,0.25885499999999995,0.15035,0.1175323333333334,0.07525,0.18169149999999995,0.07525,X,11,0.10218350000000002,SMM,4,4,10,1,8,7,6,11,3,2,5,0,9
0.5,0.3108447499999999,0.5,0.1504263333333334,0.37835,0.16362449999999984,0.37835,0.2985300000000001,0.0876,0.10462662499999997,0.309,0.2662915000000001,0.337,0.12839541666666662,0.0643,0.12618866666666667,0.5,0.11710691666666666,0.5,0.26343649999999985,0.5,0.06779229166666671,0.5,0.17338689999999993,0.0643,SORD,7,0.06779229166666671,MAX,10,10,4,8,7,6,1,2,11,9,5,3,0
0.12955,0.2060509999999999,0.0659,0.12138650000000002,0.22175,0.2060253333333333,0.18434999999999999,0.16773133333333332,0.06755,0.12028950000000004,0.15635,0.1301595,0.05145,0.10423699999999997,0.05355000000000001,0.10632133333333335,0.0649,0.11102549999999996,0.27685,0.24604899999999996,0.06245,0.12284149999999999,0.09040000000000001,0.15877899999999992,0.05145,DyS,6,0.10423699999999997,DyS,6,6,7,8,4,1,10,5,11,3,2,0,9
0.5,0.444002,0.5,0.26355500000000004,0.43575,0.3843475,0.43575,0.3740470000000001,0.25135,0.10549537499999992,0.263,0.25481950000000003,0.263,0.20958100000000002,0.21739999999999998,0.10682512500000003,0.5,0.29939899999999986,0.5,0.34690433333333337,0.5,0.11904149999999997,0.5,0.1274188333333333,0.21739999999999998,SORD,7,0.10549537499999992,SMM,4,4,7,10,11,6,5,1,8,9,3,2,0
