abs-error-CC,abs-error-CC-predicted,abs-error-ACC,abs-error-ACC-predicted,abs-error-PACC,abs-error-PACC-predicted,abs-error-PCC,abs-error-PCC-predicted,abs-error-SMM,abs-error-SMM-predicted,abs-error-HDy,abs-error-HDy-predicted,abs-error-DyS,abs-error-DyS-predicted,abs-error-SORD,abs-error-SORD-predicted,abs-error-MS,abs-error-MS-predicted,abs-error-MS2,abs-error-MS2-predicted,abs-error-MAX,abs-error-MAX-predicted,abs-error-X,abs-error-X-predicted,abs-error-ideal,quantifier-ideal,quantifier-ideal-num,abs-error-recommended,quantifier-recommended,quantifier-recommended-num,rank-1,rank-2,rank-3,rank-4,rank-5,rank-6,rank-7,rank-8,rank-9,rank-10,rank-11,rank-12
0.1832,0.2817328789865159,0.05115,0.21540932760948087,0.06924999999999999,0.19641799423209838,0.2022,0.2226984042355974,0.0507,0.1728499410796978,0.09570000000000001,0.19217563859063191,0.05055,0.18630212304402902,0.04745,0.16281685931883788,0.052199999999999996,0.1942945987211279,0.22644999999999998,0.31132383880561065,0.060149999999999995,0.17558923386966974,0.0554,0.12684918581159949,0.04745,SORD,7,0.12684918581159949,X,11,11,7,4,10,6,5,8,2,1,3,0,9
0.19905,0.34457873622909463,0.24215,0.24930623438539495,0.1721,0.32775979358787233,0.24004999999999999,0.2569004593865183,0.12605,0.17986258187998788,0.15245,0.20784839256134763,0.1334,0.22812537227941565,0.12585000000000002,0.16841749929433159,0.1784,0.22394230400244247,0.3971,0.38363250959519324,0.20010000000000003,0.19605812466860634,0.2396,0.2606629313336703,0.12585000000000002,SORD,7,0.16841749929433159,SORD,7,7,4,10,5,8,6,1,3,11,2,0,9
0.28845,0.3198262485318132,0.0691,0.257203297446126,0.07915,0.22942196522774638,0.2829,0.26022984327714327,0.047599999999999996,0.13013820771308546,0.20850000000000002,0.2613760414508993,0.055099999999999996,0.17853568074839707,0.044950000000000004,0.15034417840698916,0.05595,0.23687106591788853,0.26785,0.32514699145934123,0.051100000000000007,0.14715628136894204,0.044199999999999996,0.15932930977169152,0.044199999999999996,X,11,0.13013820771308546,SMM,4,4,10,7,11,6,2,8,1,3,5,0,9
0.5,0.43038533531705087,0.5,0.35650769889685296,0.37799999999999995,0.20597328877904209,0.37799999999999995,0.3122973964331841,0.08564999999999999,0.23213852348870828,0.24285,0.35888079818820895,0.5,0.25911819009540715,0.08275,0.22986818690977168,0.5,0.30380715212327253,0.5,0.3870412012997843,0.2872,0.17845934667774566,0.2872,0.18754276592569097,0.08275,SORD,7,0.17845934667774566,MAX,10,10,11,2,7,4,6,8,3,1,5,9,0
0.27,0.28429628669313645,0.16895,0.19724377262342296,0.3455,0.22372373677268764,0.24945,0.22794036845059792,0.09040000000000001,0.15273416082855312,0.17855000000000001,0.22957992522639808,0.064,0.19449850815450054,0.09140000000000001,0.1469746928241355,0.09300000000000001,0.19572051096579335,0.32905,0.3633363462214855,0.1384,0.20055190497222147,0.41255000000000003,0.2451533708569838,0.064,DyS,6,0.1469746928241355,SORD,7,7,4,6,8,1,10,2,3,5,11,0,9
0.38815,0.38800148640174265,0.09465,0.37195590655492317,0.35215,0.2655272947527787,0.4645,0.36879639762489635,0.12895,0.3038309864198989,0.31605,0.31852395155598756,0.16495,0.35646729340239147,0.1315,0.32507614126186296,0.16005,0.374057728373446,0.3111,0.34205701226924856,0.06735000000000001,0.21368909245680767,0.06735000000000001,0.20473550466407803,0.06735000000000001,MAX,10,0.20473550466407803,X,11,11,10,2,4,5,7,9,6,3,1,8,0
0.33715000000000006,0.24015121133769543,0.1259,0.17670074665452928,0.1609,0.18816207513192856,0.3023,0.1900164788020431,0.17015,0.1646516603987844,0.47275,0.25578026733915543,0.43655,0.16064016146461849,0.1464,0.14209671711748317,0.17365000000000003,0.16760083425580366,0.2723,0.25288719635943085,0.15035,0.08746313073351991,0.07525,0.1680668418656751,0.07525,X,11,0.08746313073351991,MAX,10,10,7,6,4,8,11,1,2,3,0,9,5
0.5,0.33656380857829116,0.5,0.29123922659067525,0.37835,0.19953677393933672,0.37835,0.2827175624426161,0.0876,0.2009716412999959,0.309,0.30296467811447336,0.337,0.21271791419902056,0.0643,0.2550653341090714,0.5,0.2555154782075196,0.5,0.3032997377963289,0.5,0.16371093842991813,0.5,0.20993509837059043,0.0643,SORD,7,0.16371093842991813,MAX,10,10,2,4,11,6,7,8,3,1,5,9,0
0.12955,0.159391719392285,0.0659,0.048058851734959385,0.22175,0.1657561970663768,0.18434999999999999,0.15483564581476678,0.06755,0.10998607809649895,0.15635,0.20551563121876448,0.05145,0.13567728066057172,0.05355000000000001,0.047570860350988384,0.0649,0.06630958038258658,0.27685,0.22071869893281185,0.06245,0.04936169601168586,0.09040000000000001,0.14904429931572116,0.05145,DyS,6,0.047570860350988384,SORD,7,7,1,10,8,4,6,11,3,0,2,5,9
0.5,0.37643153310614225,0.5,0.3292848408665461,0.43575,0.3059274226649658,0.43575,0.2973099700547716,0.25135,0.1921146911137564,0.263,0.27834954268188383,0.263,0.2502090243715691,0.21739999999999998,0.18017309203264564,0.5,0.2657679887822372,0.5,0.35118276543401117,0.5,0.1560934451230226,0.5,0.2132501202438749,0.21739999999999998,SORD,7,0.1560934451230226,MAX,10,10,7,4,11,6,8,5,3,2,1,9,0
