abs-error-CC,abs-error-CC-predicted,abs-error-ACC,abs-error-ACC-predicted,abs-error-PACC,abs-error-PACC-predicted,abs-error-PCC,abs-error-PCC-predicted,abs-error-SMM,abs-error-SMM-predicted,abs-error-HDy,abs-error-HDy-predicted,abs-error-DyS,abs-error-DyS-predicted,abs-error-SORD,abs-error-SORD-predicted,abs-error-MS,abs-error-MS-predicted,abs-error-MS2,abs-error-MS2-predicted,abs-error-MAX,abs-error-MAX-predicted,abs-error-X,abs-error-X-predicted,abs-error-ideal,quantifier-ideal,quantifier-ideal-num,abs-error-recommended,quantifier-recommended,quantifier-recommended-num,rank-1,rank-2,rank-3,rank-4,rank-5,rank-6,rank-7,rank-8,rank-9,rank-10,rank-11,rank-12
0.217,0.21481217,0.051100000000000007,0.06615463,0.053399999999999996,0.10400339,0.18739999999999998,0.19724943,0.0475,0.046712037,0.2005,0.14205527,0.09325,0.04462988,0.0384,0.05970444,0.044000000000000004,0.05764468,0.22089999999999999,0.20922643,0.049,0.06357292,0.04135,0.062416274,0.0384,SORD,7,0.04462988,DyS,6,6,4,8,7,11,10,1,2,5,3,9,0
0.2162,0.075150184,0.049550000000000004,0.026593382,0.051500000000000004,0.032047305,0.2167,0.13133936,0.04015,0.040224582,0.15835000000000002,0.18693385,0.07445,0.024896815,0.0415,0.034807503,0.04145000000000001,0.018584833,0.20614999999999997,0.1377378,0.058899999999999994,0.029309232,0.05135,0.029864933,0.04015,SMM,4,0.018584833,MS,8,8,6,1,10,11,2,7,4,0,3,9,5
0.20975000000000002,0.20477088,0.051100000000000007,0.10270353,0.0682,0.07538051,0.2046,0.29302314,0.0558,0.057010535,0.18265,0.19057143,0.0449,0.21516,0.04335,0.054802153,0.0501,0.084214374,0.23725000000000002,0.20236814,0.04365,0.10003906,0.05,0.06840128,0.04335,SORD,7,0.054802153,SORD,7,7,4,11,2,8,10,1,5,9,0,6,3
0.34765,0.4071461,0.09415000000000001,0.14724758,0.06105000000000001,0.20407945,0.32420000000000004,0.43117502,0.0774,0.14798927,0.21065,0.38911396,0.0809,0.22103377,0.0758,0.1361566,0.08865,0.13360804,0.27415,0.2554095,0.04125,0.13043277,0.0414,0.08708092,0.04125,MAX,10,0.08708092,X,11,11,10,8,7,1,4,2,6,9,5,0,3
0.5,0.48712987,0.5,0.35358357,0.3969,0.37678602,0.3969,0.38684264,0.06995,0.118374795,0.5,0.19504482,0.5,0.17637496,0.06315,0.08493064,0.5,0.28803408,0.5,0.41342708,0.5,0.21988504,0.5,0.28725427,0.06315,SORD,7,0.08493064,SORD,7,7,4,6,5,10,11,8,1,2,3,9,0
0.5,0.44305065,0.5,0.40239,0.37075,0.4244391,0.37075,0.35803264,0.13175,0.101054676,0.5,0.27459887,0.5,0.3107937,0.10385,0.07314056,0.5,0.27164653,0.5,0.37829018,0.5,0.40026185,0.5,0.33001453,0.10385,SORD,7,0.07314056,SORD,7,7,4,8,5,6,11,3,9,10,1,2,0
0.48534999999999995,0.44451055,0.2511,0.2647395,0.5,0.3677212,0.3775,0.36190015,0.0682,0.1296494,0.11085,0.41465542,0.0599,0.113063656,0.06055,0.08799562,0.2506,0.25952616,0.27635000000000004,0.4486062,0.0605,0.20177299,0.060899999999999996,0.3941768,0.0599,DyS,6,0.08799562,SORD,7,7,6,4,10,8,1,3,2,11,5,0,9
0.47485,0.5000166,0.32155,0.44365737,0.3795,0.38648215,0.3909,0.38217047,0.11074999999999999,0.09860825,0.17184999999999997,0.32513025,0.0975,0.38970718,0.08904999999999999,0.07488652,0.24745,0.49747992,0.2781,0.41218618,0.08045,0.4934086,0.06885,0.44888553,0.06885,X,11,0.07488652,SORD,7,7,4,5,3,2,6,9,1,11,10,8,0
0.5,0.46913698,0.5,0.35668898,0.29795,0.31487495,0.29795,0.2857202,0.19875,0.3135095,0.276,0.20819442,0.41155,0.21767022,0.19995000000000002,0.05142661,0.5,0.360498,0.5,0.46704102,0.3281,0.47154772,0.24245,0.3657062,0.19875,SMM,4,0.05142661,SORD,7,7,5,6,3,4,2,1,8,11,9,0,10
0.25215,0.35720152,0.33235,0.2441658,0.24865,0.3373695,0.25725000000000003,0.2586603,0.21265,0.21304782,0.19235,0.25984585,0.1565,0.3762343,0.17309999999999998,0.12426354,0.16440000000000002,0.27044874,0.45555,0.35730067,0.28675,0.45569998,0.30820000000000003,0.3814367,0.1565,DyS,6,0.12426354,SORD,7,7,4,1,3,5,8,2,0,9,6,11,10
0.1448,0.103149585,0.05745,0.08116467,0.12915000000000001,0.25219738,0.1967,0.16509758,0.0711,0.10098492,0.16715,0.12923118,0.08529999999999999,0.06973035,0.06755,0.06134535,0.06955,0.06643611,0.2011,0.19219589,0.05715,0.08018621,0.0803,0.066141665,0.05715,MAX,10,0.06134535,SORD,7,7,11,8,6,10,1,4,0,5,3,9,2
0.2146,0.18272682,0.12895,0.05706077,0.2181,0.36693847,0.21170000000000003,0.19559458,0.09480000000000001,0.041942317,0.09179999999999999,0.082284845,0.1041,0.26276594,0.08455,0.040550884,0.08900000000000001,0.07496862,0.36329999999999996,0.3416298,0.12895,0.101679765,0.12895,0.09834134,0.08455,SORD,7,0.040550884,SORD,7,7,4,1,8,5,11,10,0,3,6,9,2
