Random Forest HitRate,XGBOOST HitRate,SVM HitRate,Random Forest+Top3 HitRate,XGBOOST+Top3 HitRate,SVM+Top3 HitRate,Random Forest+Top5 HitRate,XGBOOST+Top5 HitRate,SVM+Top5 HitRate
0.7669172932330827,0.7593984962406015,0.7593984962406015,0.9172932330827068,0.924812030075188,0.8872180451127819,0.9473684210526315,0.9699248120300752,0.9548872180451128
