iter	RMSE
168	0.03928995554
169	0.03899810399
170	0.0388012181
171	0.03853725678
172	0.03834315383
173	0.03806547523
174	0.03790691062
175	0.03767447955
176	0.03746140858
177	0.03725308261
178	0.03702151276
179	0.03684120632
180	0.03663014137
181	0.036371748
182	0.03613790154
183	0.03595510894
184	0.03579841145
185	0.03558942495
186	0.03540328954
187	0.03527173588
188	0.0351033425
189	0.03489992585
190	0.03474511889
191	0.03464803506
192	0.03439062519
193	0.03421932061
194	0.03402901779
195	0.03383790279
196	0.03367073762
197	0.03338979044
198	0.0332113295
199	0.03302137145
200	0.03277865942
201	0.0326323325
202	0.03246237542
203	0.03237674683
204	0.03220083684
205	0.03206367667
206	0.03193149646
207	0.0317735442
208	0.03162792956
209	0.0315187234
210	0.03140159012
211	0.03129404519
212	0.03113422441
213	0.0309322907
214	0.03079692738
215	0.03068572719
216	0.03053845736
217	0.03044255573
218	0.03036636663
219	0.03017619652
220	0.03002487845
221	0.02990670204
222	0.02970822866
223	0.02958720825
224	0.02944486881
225	0.02928821256
226	0.02910698722
227	0.02900863295
228	0.02889185093
229	0.02870141795
230	0.02852922503
231	0.02837723424
232	0.02822934674
233	0.02814467071
234	0.02802141787
235	0.02788737015
236	0.0277547517
237	0.02756956395
238	0.02748740878
239	0.02737517421
240	0.02720741384
241	0.02715757997
242	0.02709931871
243	0.02694810993
244	0.02688552732
245	0.02684097322
246	0.02670234864
247	0.02653175221
248	0.02638898558
249	0.02622047984
250	0.02602580369
251	0.02589314797
252	0.02574046735
253	0.02570656017
254	0.02555266326
255	0.02542978237
256	0.02526505402
257	0.02513633294
258	0.02508428556
259	0.02493973081
260	0.02482416283
261	0.02469058613
262	0.02461178552
263	0.02448740759
264	0.02433882655
265	0.02420225576
266	0.02416355114
267	0.02411779446
268	0.02400200494
269	0.02390109905
270	0.02382266409
271	0.02366432369
272	0.02353010278
273	0.02340750384
274	0.0232424622
275	0.02315621474
276	0.02301982853
277	0.0229031762
278	0.02279016359
279	0.02270666967
280	0.0225594463
281	0.0224317718
282	0.02232102743
283	0.02217007683
284	0.02205549618
285	0.02194123063
286	0.02183913714
287	0.02174740833
288	0.02160275122
289	0.02157664237
290	0.02140048891
291	0.02131503739
292	0.02118587185
293	0.02107603174
294	0.02095805007
295	0.0209396498
296	0.02089845431
297	0.02086573721
298	0.02076440185
299	0.02062592656
300	0.02053618894
301	0.0204393286
302	0.02033407729
303	0.02021550246
304	0.02014804624
305	0.02000433051
306	0.01989994741
307	0.01980182771
308	0.01966110916
309	0.01953781288
310	0.0194557267
311	0.01938256816
312	0.01923875444
313	0.0191469611
314	0.01906127037
315	0.01902942687
316	0.01891458024
317	0.01882963678
318	0.01872509966
319	0.01862669124
320	0.01861066881
321	0.01859492685
322	0.01849283552
323	0.01843066208
324	0.01834820582
325	0.01825689932
326	0.01819826447
327	0.01808438193
328	0.01801505078
329	0.01797509261
330	0.01789111863
331	0.01781873193
332	0.01773730214
333	0.01759895767
334	0.01756245519
335	0.01747991198
336	0.01740619271
337	0.01728896524
338	0.01720279501
339	0.01715475555
340	0.01713242887
341	0.01704095648
342	0.01695118753
343	0.01683824496
344	0.01676280444
345	0.01667553099
346	0.01660510873
347	0.01654698108
348	0.01652140617
349	0.01649002832
350	0.01641361638
351	0.01639456266
352	0.01630853507
353	0.01621893895
354	0.01610336846
355	0.01600666408
356	0.01597343346
357	0.01589324179
358	0.01580152565
359	0.01575887702
360	0.01568331416
361	0.0156652194
362	0.01557909017
363	0.01547738457
364	0.0153918485
365	0.01531417606
366	0.01524854728
367	0.01516516996
368	0.01506637355
369	0.01498633476
370	0.01496587345
371	0.01486225014
372	0.01481469452
373	0.01472677187
374	0.01467193828
375	0.01457316644
376	0.01450069675
377	0.01441411071
378	0.01434620399
379	0.01429562254
380	0.01428167838
381	0.01423138117
382	0.01415104789
383	0.01408004296
384	0.01398435276
385	0.01390763136
386	0.01386813279
387	0.01378374651
388	0.01371831393
389	0.0136787919
390	0.01360085329
391	0.01358074746
392	0.01353072261
393	0.01346174911
394	0.01339534115
395	0.01334557155
396	0.01325773786
397	0.01320000753
398	0.01315575539
399	0.01311070641
400	0.01302125647
401	0.01300564041
402	0.01294651234
403	0.012871953
404	0.01284076818
405	0.01276950565
406	0.01275095629
407	0.01270009203
408	0.01264266163
409	0.01260105036
410	0.01255502276
411	0.01251656506
412	0.01247750884
413	0.01244592515
414	0.0124046039
415	0.01239109865
416	0.012318338
417	0.01226008281
418	0.01219309096
419	0.01211661058
420	0.01208016903
421	0.01206313524
422	0.01200602693
423	0.01194112941
424	0.01189627588
425	0.01185028708
426	0.01177278098
427	0.01169010278
428	0.01162005008
429	0.01156182803
430	0.0115506562
431	0.01148057666
432	0.01146491069
433	0.01143765867
434	0.01138088639
435	0.01130688531
436	0.01127103285
437	0.01121646019
438	0.01116108832
439	0.01110795025
440	0.01105554467
441	0.01099615475
442	0.01094427383
443	0.01093435151
444	0.01091094789
445	0.01086356045
446	0.0108066392
447	0.01075716647
448	0.01071940131
449	0.01066403001
450	0.01061140259
451	0.01056036676
452	0.01051098777
453	0.01046263347
454	0.01045093681
455	0.01043711583
456	0.01035946798
457	0.0103463177
458	0.01033392674
459	0.01027481228
460	0.010238221
461	0.01018842873
462	0.01013805782
463	0.01007123297
464	0.01005623704
465	0.01004867392
466	0.01003969015
467	0.01002925405
468	0.01002331841
469	0.009984016365
470	0.00993641927
471	0.0099233153
472	0.009875810068
473	0.009818735661
474	0.009770116376
475	0.009737961301
476	0.009732042915
477	0.009684682819
478	0.009675548968
479	0.009669674014
480	0.009662575354
481	0.009654449097
482	0.009619513233
483	0.009613536043
484	0.009565958458
485	0.009520126267
486	0.009472197292
487	0.009424938052
488	0.009385765368
489	0.009339694812
490	0.009292215932
491	0.009277177332
492	0.009246926767
493	0.00918275463
494	0.009157371505
495	0.00910211038
496	0.009057722656
497	0.009013005907
498	0.008976494697
499	0.008938928325
500	0.008909832622
501	0.00886749823
502	0.008816807789
503	0.0088108952
504	0.008805095984
505	0.00877267868
506	0.008739194708
507	0.008731745473
508	0.008705671804
509	0.008679881146
510	0.008674081745
511	0.008628402028
512	0.008623207844
513	0.008575478157
514	0.00853279841
515	0.008526465412
516	0.008477805385
517	0.008455174928
518	0.008416753931
519	0.008411745278
520	0.008352927448
521	0.008318496157
522	0.008281017875
523	0.008235032341
524	0.008211611534
525	0.008205716261
526	0.008166336758
527	0.0081433406
528	0.008138663713
529	0.008103302423
530	0.00808191556
531	0.008058891467
532	0.008054065432
533	0.0080014384
534	0.007997611032
535	0.007963467666
536	0.007917239652
537	0.007891993842
538	0.007841189624
539	0.007824941173
540	0.007802289866
541	0.007748955772
542	0.00772009059
543	0.007680783365
544	0.007660317669
545	0.007634848807
546	0.007583066768
547	0.007561284548
548	0.007507111644
549	0.007501748885
550	0.007485877597
551	0.00745972188
552	0.007454019025
553	0.007437616678
554	0.007433541006
555	0.007396840647
556	0.007389146897
557	0.007347376302
558	0.007342752333
559	0.007337622481
560	0.00729220214
561	0.007250167964
562	0.007196126242
563	0.007189682429
564	0.007183243038
565	0.007173899562
566	0.007127761441
567	0.007087581064
568	0.007083786764
569	0.007077680814
570	0.007057066448
571	0.007010894844
572	0.006978252277
573	0.006951151757
574	0.006922892558
575	0.006886390689
576	0.006842611874
577	0.006821207192
578	0.006801045921
579	0.006780013192
580	0.006736314306
581	0.006689653411
582	0.006646404701
583	0.006604295263
584	0.006572563783
585	0.006531342461
586	0.006498966802
587	0.006466483093
588	0.006462419113
589	0.006446428275
590	0.006433813243
591	0.006398349512
592	0.006367278356
593	0.006348899911
594	0.006329999012
595	0.006297105338
596	0.006267060412
597	0.006236442481
598	0.006202805307
599	0.006199315672
600	0.006195062776
601	0.006154668853
602	0.006121923666
603	0.006091636408
604	0.006088605371
605	0.006084960318
606	0.006051971619
607	0.0060335365
608	0.005997292046
609	0.005967778014
610	0.005939847579
611	0.005908840175
612	0.005888767146
613	0.005846580331
614	0.005816631336
615	0.005813836147
616	0.00579949513
617	0.005771055148
618	0.005743652824
619	0.005714361866
620	0.005680572956
621	0.005651607773
622	0.005622387905
623	0.005594679108
624	0.005576614234
625	0.005554685612
626	0.005527746543
627	0.005523534071
628	0.005520228921
629	0.005494682156
630	0.005472655031
631	0.005455933926
632	0.005442693286
633	0.005439998544
634	0.005403905379
635	0.005370552216
636	0.005367693495
637	0.005350462303
638	0.005324704176
639	0.005321194221
640	0.005294956611
641	0.00526131344
642	0.005258269116
643	0.005233086659
644	0.005218237986
645	0.005193399241
646	0.005191137765
647	0.005167039185
648	0.005149232996
649	0.005122418328
650	0.005119741228
651	0.005116567206
652	0.00508292632
653	0.00506837822
654	0.005043539495
655	0.005019555628
656	0.004986519601
657	0.004956193685
658	0.004941131663
659	0.004913817236
660	0.004894483572
661	0.004891405006
662	0.004859835046
663	0.004844694722
664	0.00482778862
665	0.004804623106
666	0.004774275539
667	0.004752067094
668	0.004727927714
669	0.004705923755
670	0.004693458602
671	0.004671005181
672	0.004668743871
673	0.004666304226
674	0.004653157872
675	0.004625914167
676	0.004621495886
677	0.004600115622
678	0.004585024303
679	0.004556069212
680	0.004533769376
681	0.004516080229
682	0.004508944221
683	0.004496415223
684	0.004475714671
685	0.004453889694
686	0.004432992039
687	0.004415749127
688	0.004412375259
689	0.004404318008
690	0.004381650259
691	0.004369943696
692	0.004367547576
693	0.004346893669
694	0.004331238897
695	0.004302866428
696	0.004279075771
697	0.004258057796
698	0.004234938448
699	0.004232762797
700	0.004220080401
701	0.004206879438
702	0.004185929412
703	0.004165115754
704	0.00413721094
705	0.004125554424
706	0.004113606305
707	0.004094128708
708	0.004067609111
709	0.004048225374
710	0.004027674799
711	0.004008286394
712	0.004005914392
713	0.004003086452
714	0.003976735996
715	0.003974587573
716	0.003961153586
717	0.003940088195
718	0.003913322963
719	0.003911778475
720	0.003887798865
721	0.003885815401
722	0.003859362607
723	0.003857213625
724	0.003838823224
725	0.003817795026
726	0.003806783439
727	0.00379079344
728	0.003762561135
729	0.003745894522
730	0.003726755687
731	0.003708199131
732	0.003690778757
733	0.003688896042
734	0.003664899953
735	0.003645851081
736	0.003627510459
737	0.003604348726
738	0.003593927544
739	0.003583977582
740	0.003565895406
741	0.003547709882
742	0.003530167412
743	0.003528640139
744	0.003526917907
745	0.003517836917
746	0.003498008048
747	0.003495954408
748	0.003493890014
749	0.003491659244
750	0.003489356405
751	0.003473733287
752	0.003456333869
753	0.003432733011
754	0.003415409608
755	0.003401929845
756	0.003400420501
757	0.003384799894
758	0.003365517108
759	0.003348067577
760	0.003342621269
761	0.003326037767
762	0.003324107026
763	0.00332256181
764	0.003306342675
765	0.003290881219
766	0.003275541887
767	0.003256285854
768	0.003239521579
769	0.003224580036
770	0.003219701744
771	0.003204993519
772	0.00320271928
773	0.0031866483
774	0.003172357833
775	0.00317086154
776	0.003152591161
777	0.003151542611
778	0.003150060864
779	0.003136661388
780	0.003135184379
781	0.003133373979
782	0.003111857494
783	0.003098571493
784	0.003088148133
785	0.00308234811
786	0.003072485452
787	0.00305934081
788	0.003038802138
789	0.003027073375
790	0.003013794819
791	0.002999659655
792	0.002996163094
793	0.00298437805
794	0.002977834659
795	0.002976577007
796	0.002960380013
797	0.00295047277
798	0.002946518906
799	0.002933024318
800	0.002931795296
801	0.002918859516
802	0.002909475179
803	0.002899182249
804	0.002893767479
805	0.002884882604
806	0.002880585902
807	0.002879427578
808	0.002861882096
809	0.002848293344
810	0.002834885126
811	0.002815132652
812	0.002809957667
813	0.002793269927
814	0.00277914575
815	0.002763917015
816	0.002759327296
817	0.002752380155
818	0.002740171797
819	0.002720779458
820	0.002719708835
821	0.002701740805
822	0.002687093378
823	0.002679143877
824	0.002672647216
825	0.002660278448
826	0.002654049652
827	0.00264304471
828	0.002632104572
829	0.002616305156
830	0.002603152451
831	0.002591269524
832	0.002581053526
833	0.002566192426
834	0.002551566252
835	0.00253682989
836	0.002519921597
837	0.002508253101
838	0.002506335649
839	0.002499449856
840	0.002487384514
841	0.002471451339
842	0.002465465941
843	0.002463997734
844	0.002452748919
845	0.002448091416
846	0.00244539068
847	0.002434698269
848	0.002424027076
849	0.002419220774
850	0.00241641572
851	0.002415430529
852	0.002402598109
853	0.002387963615
854	0.002382817149
855	0.002369152613
856	0.002362785851
857	0.002347303319
858	0.002342243276
859	0.002335766174
860	0.002325903234
861	0.0023124729
862	0.002302067374
863	0.002301086137
864	0.00229010572
865	0.002286887492
866	0.002282800976
867	0.002272047855
868	0.002259884592
869	0.002247310845
870	0.002240668234
871	0.002239559867
872	0.002232283178
873	0.002222137407
874	0.002212250293
875	0.002199744507
876	0.00219159127
877	0.002179611789
878	0.002166585399
879	0.002160327592
880	0.002154446653
881	0.002144678587
882	0.002134922665
883	0.002126843747
884	0.002116170397
885	0.00210656975
886	0.002097396486
887	0.002092323726
888	0.002091369641
889	0.002082507763
890	0.002075112072
891	0.002062892669
892	0.002057348641
893	0.002045752324
894	0.002044961096
895	0.002034469878
896	0.00202411023
897	0.00201503853
898	0.002003635775
899	0.001997979702
900	0.001987150542
901	0.001978635138
902	0.001968786547
903	0.001957698973
904	0.001949399391
905	0.001940167879
906	0.001935051614
907	0.001922844202
908	0.001918628426
909	0.001909866153
910	0.001901892486
911	0.001895169558
912	0.00188852233
913	0.00188366711
914	0.001871854806
915	0.001868226969
916	0.001860611023
917	0.001850710004
918	0.001847231746
919	0.001838425951
920	0.001827833595
921	0.001819902348
922	0.00181502087
923	0.001806905864
924	0.001797124264
925	0.00178903349
926	0.001781839004
927	0.001774602614
928	0.001763551782
929	0.00176278803
930	0.001756059688
931	0.001749410757
932	0.001745606226
933	0.001734799777
934	0.001727497599
935	0.001717029066
936	0.001711927977
937	0.001703322236
938	0.001699911189
939	0.00169203169
940	0.001691332635
941	0.001684177167
942	0.001681136831
943	0.00168029989
944	0.001671581524
945	0.001667339456
946	0.001661032198
947	0.001651756328
948	0.001644155494
949	0.001635912435
950	0.001629555588
951	0.001620031537
952	0.001612644199
953	0.00160548681
954	0.001604796683
955	0.001597229903
956	0.001590878409
957	0.001585406773
958	0.001581997415
959	0.001572930301
960	0.001564715696
961	0.001555525992
962	0.001549218113
963	0.001543011013
964	0.001536388118
965	0.001535694828
966	0.001529032665
967	0.001523249908
968	0.001514343944
969	0.001508354788
970	0.001500029477
971	0.00149549162
972	0.00148937253
973	0.001483062034
974	0.001480646688
975	0.001474404537
976	0.001466937926
977	0.001458191211
978	0.00145433515
979	0.00145090176
980	0.001443912572
981	0.001437901483
982	0.001432058359
983	0.001424635247
984	0.001420212638
985	0.001416389549
986	0.001410902626
987	0.001406758458
988	0.001403526394
989	0.001399731109
990	0.001393520056
991	0.001387820494
992	0.001383605412
993	0.001375084019
994	0.001370831895
995	0.001362796757
996	0.001356984655
997	0.001349803312
998	0.00134288386
999	0.001337158339
