Method,Dataset,MAE
BASELINE+TOP3+MEAN,eeg,0.0663499999999999
BASELINE+TOP3+MEAN,HTRU,0.0633333333333333
BASELINE+TOP3+MEAN,jm1-processed,0.05665
BASELINE+TOP3+MEAN,letter-recognition,0.2681166666666666
BASELINE+TOP3+MEAN,magic,0.0635999999999999
BASELINE+TOP3+MEAN,mozilla,0.0180999999999999
BASELINE+TOP3+MEAN,namao,0.0062166666666666
BASELINE+TOP3+MEAN,occupancy,0.007975
BASELINE+TOP3+MEAN,phoneme,0.02685
BASELINE+TOP3+MEAN,spambase,0.05725
BASELINE+TOP3+MEAN,winetype,0.0023333333333333
BASELINE+TOP3+MEDIAN,1043_ada_agnostic,0.1746
BASELINE+TOP3+MEDIAN,1048_jEdit_4,0.11735
BASELINE+TOP3+MEDIAN,1049_pc4,0.2025999999999999
BASELINE+TOP3+MEDIAN,1050_pc3,0.21005
BASELINE+TOP3+MEDIAN,1054_mc2,0.12705
BASELINE+TOP3+MEDIAN,1056_mc1,0.1554499999999999
BASELINE+TOP3+MEDIAN,1061_ar4,0.12725
BASELINE+TOP3+MEDIAN,1065_kc3,0.5
BASELINE+TOP3+MEDIAN,1066_kc1-binary,0.0453499999999999
BASELINE+TOP3+MEDIAN,1068_pc1,0.3295
BASELINE+TOP3+MEDIAN,1069_pc2,0.4904999999999999
BASELINE+TOP3+MEDIAN,1071_mw1,0.4193749999999999
BASELINE+TOP3+MEDIAN,1073_jEdit_4,0.1427
BASELINE+TOP3+MEDIAN,1075_datatrieve,0.4862
BASELINE+TOP3+MEDIAN,1115_teachingAssistant,0.22655
BASELINE+TOP3+MEDIAN,1121_badges2,0.0
BASELINE+TOP3+MEDIAN,1167_pc1_req,0.1200499999999999
BASELINE+TOP3+MEDIAN,11_balance-scale,0.0188999999999999
BASELINE+TOP3+MEDIAN,12_mfeat-factors,0.00725
BASELINE+TOP3+MEDIAN,1456_appendicitis,0.3288
BASELINE+TOP3+MEDIAN,1460_banana,0.2322
BASELINE+TOP3+MEDIAN,1462_banknote-authentication,0.0031999999999999
BASELINE+TOP3+MEDIAN,1464_blood-transfusion-service-center,0.1955249999999999
BASELINE+TOP3+MEDIAN,1465_breast-tissue,0.2518
BASELINE+TOP3+MEDIAN,1466_cardiotocography,0.0
BASELINE+TOP3+MEDIAN,1467_climate-model-simulation-crashes,0.2965
BASELINE+TOP3+MEDIAN,1473_fertility,0.3788499999999999
BASELINE+TOP3+MEDIAN,1475_first-order-theorem-proving,0.03635
BASELINE+TOP3+MEDIAN,1479_hill-valley,0.1096249999999999
BASELINE+TOP3+MEDIAN,1484_lsvt,0.127
BASELINE+TOP3+MEDIAN,1485_madelon,0.0760999999999999
BASELINE+TOP3+MEDIAN,1487_ozone-level-8hr,0.0457999999999999
BASELINE+TOP3+MEDIAN,1488_parkinsons,0.0290499999999999
BASELINE+TOP3+MEDIAN,1489_phoneme,0.0273999999999999
BASELINE+TOP3+MEDIAN,1490_planning-relax,0.39185
BASELINE+TOP3+MEDIAN,1494_qsar-biodeg,0.0653499999999999
BASELINE+TOP3+MEDIAN,1495_qualitative-bankruptcy,0.03165
BASELINE+TOP3+MEDIAN,1496_ringnorm,0.046625
BASELINE+TOP3+MEDIAN,1497_wall-robot-navigation,0.01755
BASELINE+TOP3+MEDIAN,1498_sa-heart,0.11415
BASELINE+TOP3+MEDIAN,14_mfeat-fourier,0.0103
BASELINE+TOP3+MEDIAN,1501_semeion,0.0324
BASELINE+TOP3+MEDIAN,1504_steel-plates-fault,0.0
BASELINE+TOP3+MEDIAN,1506_thoracic-surgery,0.4666250000000002
BASELINE+TOP3+MEDIAN,1507_twonorm,0.0026999999999999
BASELINE+TOP3+MEDIAN,1508_user-knowledge,0.0303
BASELINE+TOP3+MEDIAN,1510_wdbc,0.009
BASELINE+TOP3+MEDIAN,1511_wholesale-customers,0.01725
BASELINE+TOP3+MEDIAN,1512_heart-long-beach,0.488525
BASELINE+TOP3+MEDIAN,1519_robot-failures-lp4,0.0218
BASELINE+TOP3+MEDIAN,1520_robot-failures-lp5,0.237675
BASELINE+TOP3+MEDIAN,1523_vertebra-column,0.0102
BASELINE+TOP3+MEDIAN,1526_wall-robot-navigation,0.0215999999999999
BASELINE+TOP3+MEDIAN,1527_volcanoes-a1,0.0348
BASELINE+TOP3+MEDIAN,1528_volcanoes-a2,0.0212499999999999
BASELINE+TOP3+MEDIAN,1529_volcanoes-a3,0.2091499999999999
BASELINE+TOP3+MEDIAN,1530_volcanoes-a4,0.0409499999999999
BASELINE+TOP3+MEDIAN,1535_volcanoes-b5,0.200375
BASELINE+TOP3+MEDIAN,1538_volcanoes-d1,0.263
BASELINE+TOP3+MEDIAN,1539_volcanoes-d2,0.2992249999999999
BASELINE+TOP3+MEDIAN,1540_volcanoes-d3,0.0221
BASELINE+TOP3+MEDIAN,1541_volcanoes-d4,0.1056
BASELINE+TOP3+MEDIAN,1547_autoUniv-au1-1000,0.1879
BASELINE+TOP3+MEDIAN,1559_breast-tissue,0.1548
BASELINE+TOP3+MEDIAN,1565_heart-h,0.0848999999999999
BASELINE+TOP3+MEDIAN,1566_hill-valley,0.07395
BASELINE+TOP3+MEDIAN,1570_wilt,0.0351999999999999
BASELINE+TOP3+MEDIAN,1600_SPECTF,0.2021
BASELINE+TOP3+MEDIAN,16_mfeat-karhunen,0.0281
BASELINE+TOP3+MEDIAN,182_satimage,0.0056
BASELINE+TOP3+MEDIAN,187_wine,0.0301
BASELINE+TOP3+MEDIAN,18_mfeat-morphological,0.0086
BASELINE+TOP3+MEDIAN,20_mfeat-pixel,0.0145
BASELINE+TOP3+MEDIAN,22_mfeat-zernike,0.03505
BASELINE+TOP3+MEDIAN,23_cmc,0.0351249999999999
BASELINE+TOP3+MEDIAN,28_optdigits,0.0117999999999999
BASELINE+TOP3+MEDIAN,292_Australian,0.0208999999999999
BASELINE+TOP3+MEDIAN,294_satellite_image,0.0076
BASELINE+TOP3+MEDIAN,30_page-blocks,0.05865
BASELINE+TOP3+MEDIAN,311_oil_spill,0.22145
BASELINE+TOP3+MEDIAN,312_scene,0.0055999999999999
BASELINE+TOP3+MEDIAN,316_yeast_ml8,0.4817
BASELINE+TOP3+MEDIAN,329_hayes-roth,0.1528
BASELINE+TOP3+MEDIAN,333_monks-problems-1,0.1763
BASELINE+TOP3+MEDIAN,334_monks-problems-2,0.28825
BASELINE+TOP3+MEDIAN,335_monks-problems-3,0.00745
BASELINE+TOP3+MEDIAN,336_SPECT,0.2338
BASELINE+TOP3+MEDIAN,36_segment,0.0067249999999999
BASELINE+TOP3+MEDIAN,375_JapaneseVowels,0.0073
BASELINE+TOP3+MEDIAN,377_synthetic_control,0.0
BASELINE+TOP3+MEDIAN,37_diabetes,0.0759
BASELINE+TOP3+MEDIAN,40474_thyroid-allbp,0.02415
BASELINE+TOP3+MEDIAN,40475_thyroid-allhyper,0.0387
BASELINE+TOP3+MEDIAN,40496_LED-display-domain-7digit,0.09555
BASELINE+TOP3+MEDIAN,40733_yeast,0.08035
BASELINE+TOP3+MEDIAN,40877_seeds,0.008025
BASELINE+TOP3+MEDIAN,40_sonar,0.0444499999999999
BASELINE+TOP3+MEDIAN,43_haberman,0.2806499999999999
BASELINE+TOP3+MEDIAN,44_spambase,0.0091
BASELINE+TOP3+MEDIAN,450_analcatdata_lawsuit,0.3179
BASELINE+TOP3+MEDIAN,4538_GesturePhaseSegmentationProcessed,0.0534
BASELINE+TOP3+MEDIAN,458_analcatdata_authorship,0.0052
BASELINE+TOP3+MEDIAN,461_analcatdata_creditscore,0.0387999999999999
BASELINE+TOP3+MEDIAN,463_backache,0.5
BASELINE+TOP3+MEDIAN,464_prnn_synth,0.0277499999999999
BASELINE+TOP3+MEDIAN,48_tae,0.2606499999999999
BASELINE+TOP3+MEDIAN,53_heart-statlog,0.1345
BASELINE+TOP3+MEDIAN,54_vehicle,0.0323999999999999
BASELINE+TOP3+MEDIAN,59_ionosphere,0.0654499999999999
BASELINE+TOP3+MEDIAN,60_waveform-5000,0.01505
BASELINE+TOP3+MEDIAN,61_iris,7.500000000000006e-05
BASELINE+TOP3+MEDIAN,679_rmftsa_sleepdata,0.5
BASELINE+TOP3+MEDIAN,694_diggle_table_a2,0.0248499999999999
BASELINE+TOP3+MEDIAN,AedesQuinx,0.01365
BASELINE+TOP3+MEDIAN,AedesSex,0.005
BASELINE+TOP3+MEDIAN,anuranCalls,0.0277
BASELINE+TOP3+MEDIAN,ArabicDigit,0.0026
BASELINE+TOP3+MEDIAN,BNG,0.0065499999999999
BASELINE+TOP3+MEDIAN,click-prediction,0.0601749999999999
BASELINE+TOP3+MEDIAN,cmc,0.0546999999999999
BASELINE+TOP3+MEDIAN,covtype_reduced,0.02125
BASELINE+TOP3+MEDIAN,default_credit_card_clients,0.03815
BASELINE+TOP3+MEDIAN,eeg,0.0663499999999999
BASELINE+TOP3+MEDIAN,HTRU,0.0887
BASELINE+TOP3+MEDIAN,jm1-processed,0.05665
BASELINE+TOP3+MEDIAN,letter-recognition,0.3079
BASELINE+TOP3+MEDIAN,magic,0.0199999999999999
BASELINE+TOP3+MEDIAN,mozilla,0.0180999999999999
BASELINE+TOP3+MEDIAN,namao,0.0066
BASELINE+TOP3+MEDIAN,occupancy,0.007975
BASELINE+TOP3+MEDIAN,phoneme,0.02185
BASELINE+TOP3+MEDIAN,spambase,0.05725
BASELINE+TOP3+MEDIAN,winetype,0.0022
BASELINE+TOP3+WEIGHTED,1043_ada_agnostic,0.0932310795043513
BASELINE+TOP3+WEIGHTED,1048_jEdit_4,0.1011693129716054
BASELINE+TOP3+WEIGHTED,1049_pc4,0.1015567232415169
BASELINE+TOP3+WEIGHTED,1050_pc3,0.1629096772237674
BASELINE+TOP3+WEIGHTED,1054_mc2,0.1422439308696746
BASELINE+TOP3+WEIGHTED,1056_mc1,0.2184404735791599
BASELINE+TOP3+WEIGHTED,1061_ar4,0.112588336140931
BASELINE+TOP3+WEIGHTED,1065_kc3,0.455592069657133
BASELINE+TOP3+WEIGHTED,1066_kc1-binary,0.0381694132588557
BASELINE+TOP3+WEIGHTED,1068_pc1,0.3769369199071646
BASELINE+TOP3+WEIGHTED,1069_pc2,0.4469841427698833
BASELINE+TOP3+WEIGHTED,1071_mw1,0.4110149286457501
BASELINE+TOP3+WEIGHTED,1073_jEdit_4,0.1211777852160714
BASELINE+TOP3+WEIGHTED,1075_datatrieve,0.4917277175316354
BASELINE+TOP3+WEIGHTED,1115_teachingAssistant,0.206327046030032
BASELINE+TOP3+WEIGHTED,1121_badges2,6.453171330633723e-17
BASELINE+TOP3+WEIGHTED,1167_pc1_req,0.0936616941781133
BASELINE+TOP3+WEIGHTED,11_balance-scale,0.0085118732020442
BASELINE+TOP3+WEIGHTED,12_mfeat-factors,0.0126517303959778
BASELINE+TOP3+WEIGHTED,1456_appendicitis,0.1372933173799066
BASELINE+TOP3+WEIGHTED,1460_banana,0.229356016153705
BASELINE+TOP3+WEIGHTED,1462_banknote-authentication,0.0032370192418794
BASELINE+TOP3+WEIGHTED,1464_blood-transfusion-service-center,0.0696675774992933
BASELINE+TOP3+WEIGHTED,1465_breast-tissue,0.1518854844626285
BASELINE+TOP3+WEIGHTED,1466_cardiotocography,2.220446049250313e-17
BASELINE+TOP3+WEIGHTED,1467_climate-model-simulation-crashes,0.1702284040326699
BASELINE+TOP3+WEIGHTED,1473_fertility,0.2683017409214779
BASELINE+TOP3+WEIGHTED,1475_first-order-theorem-proving,0.0359663883145938
BASELINE+TOP3+WEIGHTED,1479_hill-valley,0.0606619063272324
BASELINE+TOP3+WEIGHTED,1484_lsvt,0.1271797852931126
BASELINE+TOP3+WEIGHTED,1485_madelon,0.0593747643855396
BASELINE+TOP3+WEIGHTED,1487_ozone-level-8hr,0.085945028900977
BASELINE+TOP3+WEIGHTED,1488_parkinsons,0.0517266116966342
BASELINE+TOP3+WEIGHTED,1489_phoneme,0.0296541487844667
BASELINE+TOP3+WEIGHTED,1490_planning-relax,0.4252748882822033
BASELINE+TOP3+WEIGHTED,1494_qsar-biodeg,0.058551037338173
BASELINE+TOP3+WEIGHTED,1495_qualitative-bankruptcy,0.0298936224169224
BASELINE+TOP3+WEIGHTED,1496_ringnorm,0.0486029418280289
BASELINE+TOP3+WEIGHTED,1497_wall-robot-navigation,0.0304755422177205
BASELINE+TOP3+WEIGHTED,1498_sa-heart,0.0423128405642924
BASELINE+TOP3+WEIGHTED,14_mfeat-fourier,0.0103220170369213
BASELINE+TOP3+WEIGHTED,1501_semeion,0.0222446826319059
BASELINE+TOP3+WEIGHTED,1504_steel-plates-fault,0.001156854499343
BASELINE+TOP3+WEIGHTED,1506_thoracic-surgery,0.4674534491227537
BASELINE+TOP3+WEIGHTED,1507_twonorm,0.0027272158699037
BASELINE+TOP3+WEIGHTED,1508_user-knowledge,0.0755602264122301
BASELINE+TOP3+WEIGHTED,1510_wdbc,0.0075633161437078
BASELINE+TOP3+WEIGHTED,1511_wholesale-customers,0.0223266487954572
BASELINE+TOP3+WEIGHTED,1512_heart-long-beach,0.4838128423097649
BASELINE+TOP3+WEIGHTED,1519_robot-failures-lp4,0.0218
BASELINE+TOP3+WEIGHTED,1520_robot-failures-lp5,0.2476377771752428
BASELINE+TOP3+WEIGHTED,1523_vertebra-column,0.0098622686098834
BASELINE+TOP3+WEIGHTED,1526_wall-robot-navigation,0.0322628048921591
BASELINE+TOP3+WEIGHTED,1527_volcanoes-a1,0.0359349447514086
BASELINE+TOP3+WEIGHTED,1528_volcanoes-a2,0.0208491726047468
BASELINE+TOP3+WEIGHTED,1529_volcanoes-a3,0.1245820276122919
BASELINE+TOP3+WEIGHTED,1530_volcanoes-a4,0.0407924794669877
BASELINE+TOP3+WEIGHTED,1535_volcanoes-b5,0.2119825663407365
BASELINE+TOP3+WEIGHTED,1538_volcanoes-d1,0.2735521521969837
BASELINE+TOP3+WEIGHTED,1539_volcanoes-d2,0.1653907517006725
BASELINE+TOP3+WEIGHTED,1540_volcanoes-d3,0.152916847392609
BASELINE+TOP3+WEIGHTED,1541_volcanoes-d4,0.1470721953608
BASELINE+TOP3+WEIGHTED,1547_autoUniv-au1-1000,0.1493214721045302
BASELINE+TOP3+WEIGHTED,1559_breast-tissue,0.1337944526661805
BASELINE+TOP3+WEIGHTED,1565_heart-h,0.0921268683970092
BASELINE+TOP3+WEIGHTED,1566_hill-valley,0.0811413636244315
BASELINE+TOP3+WEIGHTED,1570_wilt,0.0477728685302791
BASELINE+TOP3+WEIGHTED,1600_SPECTF,0.1613273298567295
BASELINE+TOP3+WEIGHTED,16_mfeat-karhunen,0.0319666555901281
BASELINE+TOP3+WEIGHTED,182_satimage,0.0055999999999999
BASELINE+TOP3+WEIGHTED,187_wine,0.0230927393219276
BASELINE+TOP3+WEIGHTED,18_mfeat-morphological,0.0040898791107486
BASELINE+TOP3+WEIGHTED,20_mfeat-pixel,0.0213492490018713
