abs-error-CC,abs-error-CC-predicted,abs-error-ACC,abs-error-ACC-predicted,abs-error-PACC,abs-error-PACC-predicted,abs-error-PCC,abs-error-PCC-predicted,abs-error-SMM,abs-error-SMM-predicted,abs-error-HDy,abs-error-HDy-predicted,abs-error-DyS,abs-error-DyS-predicted,abs-error-SORD,abs-error-SORD-predicted,abs-error-MS,abs-error-MS-predicted,abs-error-MAX,abs-error-MAX-predicted,abs-error-X,abs-error-X-predicted,abs-error-ideal,quantifier-ideal,quantifier-ideal-num,abs-error-recommended,quantifier-recommended,quantifier-recommended-num,rank-1,rank-2,rank-3,rank-4,rank-5,rank-6,rank-7,rank-8,rank-9,rank-10,rank-11
0.03975,0.22286992857142862,0.02025,0.09465550000000002,0.026949999999999998,0.14099550000000005,0.05195,0.19083566666666651,0.0175,0.05304399999999997,0.01845,0.09664962500000003,0.0152,0.05645733333333332,0.017750000000000002,0.04669766666666666,0.01785,0.09495850000000003,0.01965,0.05520787500000002,0.0191,0.06778383333333333,0.0152,DyS,6,0.04669766666666666,SORD,7,7,4,9,6,10,1,8,5,2,3,0
0.08145,0.27315475,0.0351,0.175575,0.057999999999999996,0.14932146666666662,0.10654999999999999,0.2255043583333332,0.02435,0.05904750000000001,0.0305,0.11072894166666673,0.02255,0.06376016666666671,0.024550000000000002,0.056622166666666696,0.02235,0.20378499999999997,0.0386,0.06215215000000002,0.042050000000000004,0.09194266666666664,0.02235,MS,8,0.056622166666666696,SORD,7,7,4,9,6,10,5,2,1,8,3,0
0.040999999999999995,0.19979195833333346,0.02105,0.094655,0.02235,0.12509633333333334,0.0493,0.21474433333333334,0.01735,0.07220433333333337,0.015050000000000001,0.088659375,0.0147,0.04931966666666668,0.017,0.08691441666666666,0.0173,0.0693939166666667,0.02105,0.08455599999999999,0.02205,0.06869800000000001,0.0147,DyS,6,0.04931966666666668,DyS,6,6,10,8,4,9,7,5,1,2,0,3
0.34895000000000004,0.2135606666666667,0.19649999999999998,0.13666600000000007,0.4395,0.099984625,0.28455,0.1574782333333333,0.1179,0.08833106666666671,0.08155,0.09922700000000002,0.049749999999999996,0.06888550000000004,0.0919,0.07134516666666671,0.14679999999999999,0.11990425000000002,0.052199999999999996,0.09993675000000002,0.0599,0.12312900000000003,0.049749999999999996,DyS,6,0.06888550000000004,DyS,6,6,7,4,5,9,2,8,10,1,3,0
0.0,0.051412499999999986,0.0,0.04197100000000001,0.0039000000000000003,0.05705999999999998,0.0039000000000000003,0.07384999999999996,0.0017500000000000003,0.024245499999999996,0.01405,0.039284,0.0006,0.0348515,0.0,0.022226499999999996,0.0,0.03313599999999999,0.00045,0.033246000000000005,0.00045,0.028409166666666676,0.0,CC,0,0.022226499999999996,SORD,7,7,4,10,8,9,6,5,1,0,2,3
0.4985,0.20489400000000013,0.4985,0.0914315,0.35479999999999995,0.1449518333333335,0.35479999999999995,0.19016008333333312,0.1362,0.05252299999999998,0.128,0.05081650000000008,0.1293,0.04460850000000005,0.1384,0.04661800000000004,0.4985,0.07104449999999994,0.14565,0.05808458333333326,0.145,0.05868099999999994,0.128,HDy,5,0.04460850000000005,DyS,6,6,7,5,4,9,10,8,1,2,3,0
0.22745,0.2818950000000001,0.09885,0.2759885000000002,0.34635,0.3300432619047622,0.23235,0.2133885,0.0777,0.08931216666666669,0.17065000000000002,0.09677684999999998,0.092,0.08421399999999987,0.08040000000000001,0.07927850000000013,0.07780000000000001,0.1865204999999997,0.10619999999999999,0.08169555000000013,0.10335000000000001,0.08069999999999997,0.0777,SMM,4,0.07927850000000013,SORD,7,7,10,9,6,4,5,8,3,1,0,2
0.1285,0.05127150000000003,0.06985000000000001,0.0297015,0.1103,0.05320166666666663,0.18015,0.0663555,0.05465,0.021282499999999996,0.0664,0.0234525,0.0539,0.022592783333333324,0.055150000000000005,0.019514766666666652,0.056799999999999996,0.024606333333333327,0.0696,0.022440000000000012,0.06755,0.02716250000000001,0.0539,DyS,6,0.019514766666666652,SORD,7,7,4,9,6,5,8,10,1,0,2,3
0.06165,0.24979610000000008,0.0265,0.27907424999999997,0.0319,0.16337149999999995,0.07395,0.21376883333333344,0.022000000000000002,0.13356250000000006,0.0258,0.277018,0.01885,0.31255099999999997,0.02165,0.10362100000000002,0.02105,0.3049835,0.02415,0.3129409999999998,0.023850000000000003,0.2742015,0.01885,DyS,6,0.10362100000000002,SORD,7,7,4,2,3,0,10,5,1,8,6,9
0.3728,0.16365350000000004,0.10875,0.15935050000000003,0.43905,0.1901945,0.2901,0.15799933333333332,0.0809,0.12901200000000007,0.1361,0.22573587499999995,0.08074999999999999,0.20528999999999997,0.0802,0.09412100000000001,0.09925,0.21386376666666662,0.08165000000000001,0.15838274999999993,0.09805,0.17047200000000004,0.0802,SORD,7,0.09412100000000001,SORD,7,7,4,3,9,1,0,10,2,6,8,5
0.04275,0.10865650000000007,0.022799999999999997,0.056020749999999994,0.0337,0.08951999999999993,0.06265,0.11364850000000003,0.0232,0.042106666666666674,0.02645,0.06212837500000003,0.02085,0.040445333333333354,0.022400000000000003,0.040886666666666655,0.0223,0.0434435,0.024,0.04327035000000001,0.02355,0.045663416666666665,0.02085,DyS,6,0.040445333333333354,DyS,6,6,7,4,9,8,10,1,5,2,0,3
0.2963,0.11277149999999997,0.2412,0.04908499999999998,0.5,0.07195416666666667,0.25525,0.1282454166666666,0.15835000000000002,0.042481500000000026,0.14425000000000002,0.05090916666666666,0.1413,0.03268200000000002,0.163,0.04266216666666669,0.1722,0.037217999999999994,0.22215,0.043688250000000005,0.23315000000000002,0.03686300000000001,0.1413,DyS,6,0.03268200000000002,DyS,6,6,10,8,4,7,9,1,5,2,0,3
