abs-error-CC,abs-error-CC-predicted,abs-error-ACC,abs-error-ACC-predicted,abs-error-PACC,abs-error-PACC-predicted,abs-error-PCC,abs-error-PCC-predicted,abs-error-SMM,abs-error-SMM-predicted,abs-error-HDy,abs-error-HDy-predicted,abs-error-DyS,abs-error-DyS-predicted,abs-error-SORD,abs-error-SORD-predicted,abs-error-MS,abs-error-MS-predicted,abs-error-MAX,abs-error-MAX-predicted,abs-error-X,abs-error-X-predicted,abs-error-ideal,quantifier-ideal,quantifier-ideal-num,abs-error-recommended,quantifier-recommended,quantifier-recommended-num,rank-1,rank-2,rank-3,rank-4,rank-5,rank-6,rank-7,rank-8,rank-9,rank-10,rank-11
0.1832,0.26644475,0.05115,0.218096625,0.06924999999999999,0.18080383333333333,0.2022,0.17636499999999994,0.0507,0.1771435,0.09570000000000001,0.18671483333333325,0.05055,0.18578928333333333,0.04745,0.10307061666666666,0.052199999999999996,0.19156658333333337,0.060149999999999995,0.20617884999999994,0.0554,0.1872147916666668,0.04745,SORD,7,0.10307061666666666,SORD,7,7,3,4,2,6,5,10,8,9,1,0
0.0317,0.1541770000000001,0.01905,0.105817625,0.06105000000000001,0.11693600000000004,0.06305,0.12380175000000002,0.038599999999999995,0.06957400000000001,0.02915,0.11237633333333331,0.022000000000000002,0.16862475,0.0235,0.05184250000000001,0.02825,0.15662075000000006,0.01905,0.166722,0.021949999999999997,0.1647495,0.01905,ACC,1,0.05184250000000001,SORD,7,7,4,1,5,2,3,0,8,10,9,6
0.00885,0.05369999999999999,0.0059499999999999996,0.0394965,0.0291,0.06879199999999999,0.03345,0.08565824999999995,0.0067,0.033030500000000004,0.0149,0.039297124999999995,0.0084,0.030864,0.00605,0.02689100000000001,0.0059499999999999996,0.03399750000000001,0.0068000000000000005,0.027882500000000005,0.0086,0.022862500000000008,0.0059499999999999996,ACC,1,0.022862500000000008,X,10,10,7,9,6,4,8,5,1,0,2,3
0.42095,0.33768799999999993,0.25875,0.23580325,0.5,0.34145493333333343,0.26495,0.25325198333333326,0.36835,0.093297425,0.0654,0.20206884523809512,0.1765,0.18540025000000007,0.15744999999999998,0.07725738333333339,0.3043,0.22276283333333335,0.17170000000000002,0.15888933333333327,0.4052,0.16794191666666675,0.0654,HDy,5,0.07725738333333339,SORD,7,7,4,9,10,6,5,8,1,3,0,2
0.00955,0.11690250000000009,0.0072499999999999995,0.05405050000000001,0.0165,0.0878005,0.02035,0.11071850000000001,0.00645,0.05913599999999999,0.00845,0.05182149999999999,0.00515,0.035661,0.0053,0.045958000000000006,0.00555,0.05580350000000001,0.0083,0.06235079999999999,0.0059,0.08460249999999998,0.00515,DyS,6,0.035661,DyS,6,6,7,5,1,8,4,9,10,2,3,0
0.0,0.14939850000000005,0.0,0.1266805,0.003,0.18024562500000002,0.003,0.12929833333333332,0.02275,0.0911998333333334,0.01665,0.1580716,0.0,0.09661199999999993,0.0,0.07528687500000003,0.0,0.1043874,0.0,0.12394759999999992,0.0,0.11496737500000002,0.0,CC,0,0.07528687500000003,SORD,7,7,4,6,8,10,9,1,3,0,5,2
0.19024999999999997,0.19927070000000008,0.09505000000000001,0.15206504166666668,0.1727,0.2041013333333333,0.21675,0.1747700833333333,0.07755,0.06376954166666665,0.086,0.11390145833333336,0.0776,0.07270387499999999,0.07985,0.06031765000000003,0.07735,0.10837591666666668,0.0942,0.07204783333333334,0.09725,0.10826120833333333,0.07735,MS,8,0.06031765000000003,SORD,7,7,4,9,6,10,8,5,1,3,0,2
0.22625,0.20819766666666692,0.051550000000000006,0.1823096999999999,0.4239,0.20178119999999994,0.20149999999999998,0.2056605,0.0599,0.2456295,0.048600000000000004,0.19824016666666666,0.04285,0.24552766666666653,0.055999999999999994,0.239533,0.0575,0.1553127500000001,0.09945,0.1985329999999999,0.09945,0.20158215000000002,0.04285,DyS,6,0.1553127500000001,MS,8,8,1,5,9,10,2,3,0,7,6,4
0.215,0.15841100000000008,0.1593,0.12135299999999997,0.19690000000000002,0.10276399999999994,0.25105,0.167054,0.14265,0.11352474999999997,0.1579,0.10077700000000002,0.16005,0.11603950000000002,0.1413,0.12476586666666661,0.15915,0.1374075,0.1593,0.16677354999999994,0.1593,0.17928042857142854,0.1413,SORD,7,0.10077700000000002,HDy,5,5,2,4,6,1,7,8,0,9,3,10
0.24815,0.3167921666666671,0.1085,0.13329700000000014,0.12925,0.38956100000000055,0.23125,0.2528799999999998,0.0582,0.07603424999999996,0.06165,0.12667800000000015,0.0487,0.07830150000000007,0.0541,0.07886399999999993,0.07475,0.13134774999999985,0.066,0.08716499999999996,0.066,0.08948300000000002,0.0487,DyS,6,0.07603424999999996,SMM,4,4,6,7,9,10,5,8,1,3,0,2
0.08525,0.0787335,0.0762,0.031174000000000025,0.0802,0.054206999999999964,0.14595,0.10095800000000005,0.054000000000000006,0.03215150000000002,0.0356,0.025615100000000016,0.0451,0.02028899999999999,0.0611,0.026440499999999995,0.05625,0.03163333333333335,0.06480000000000001,0.027533000000000002,0.08495000000000001,0.029565999999999995,0.0356,HDy,5,0.02028899999999999,DyS,6,6,5,7,9,10,1,8,4,2,0,3
0.14825000000000002,0.2938303333333334,0.06365,0.21182437499999993,0.1509,0.33039519999999994,0.1834,0.21092541428571426,0.05835,0.17873016666666672,0.06875,0.14125228333333337,0.0509,0.13832916666666661,0.05055,0.13378775000000004,0.0572,0.16514900000000005,0.0518,0.1573223285714285,0.0721,0.1671873333333333,0.05055,SORD,7,0.13378775000000004,SORD,7,7,6,5,9,8,10,4,3,1,0,2
0.13335,0.066469,0.061500000000000006,0.04069737500000001,0.11689999999999999,0.06628499999999997,0.1875,0.11587763095238096,0.049550000000000004,0.0361119,0.055600000000000004,0.044496500000000036,0.04595,0.022858499999999993,0.049699999999999994,0.0367903,0.049400000000000006,0.03724133333333334,0.06185,0.03150699999999999,0.059500000000000004,0.031083499999999993,0.04595,DyS,6,0.022858499999999993,DyS,6,6,10,9,4,7,8,1,5,2,0,3
0.00975,0.17561050000000017,0.00975,0.1317225999999999,0.036750000000000005,0.30228725000000006,0.036750000000000005,0.11571850000000007,0.0161,0.06550050000000006,0.0231,0.10026550000000002,0.0104,0.07773600000000004,0.0102,0.06995350000000003,0.010050000000000002,0.09110876666666667,0.0007000000000000001,0.11062799999999981,0.0007000000000000001,0.11337449999999995,0.0007000000000000001,MAX,9,0.06550050000000006,SMM,4,4,7,6,8,5,9,10,3,1,0,2
0.0,0.1461515000000001,0.0,0.05741325,0.0029,0.16194162499999998,0.0029,0.12036092857142856,0.003,0.043987000000000005,0.008150000000000001,0.04878299999999996,0.0012,0.04392549999999999,0.0,0.04299266666666666,0.0,0.06445241666666665,0.00395,0.055365733333333306,0.00395,0.06826375,0.0,CC,0,0.04299266666666666,SORD,7,7,6,4,5,9,1,8,10,3,0,2
0.0151,0.11514712500000007,0.01115,0.07189979166666664,0.011200000000000002,0.08914700000000002,0.01955,0.11508910000000001,0.009250000000000001,0.04212550000000003,0.0083,0.06858399999999999,0.008150000000000001,0.047324208333333354,0.0087,0.040665666666666656,0.00885,0.05085449999999997,0.01085,0.04295525000000004,0.01115,0.05021799999999999,0.008150000000000001,DyS,6,0.040665666666666656,SORD,7,7,4,9,6,10,8,5,1,2,3,0
0.01665,0.058639500000000046,0.013500000000000002,0.033834499999999997,0.0245,0.06996849999999995,0.0348,0.067554,0.0175,0.029393500000000006,0.012,0.028230500000000016,0.0098,0.0263183888888889,0.014750000000000001,0.03304150000000002,0.015150000000000002,0.0392105,0.014750000000000001,0.032225000000000004,0.01645,0.031470499999999985,0.0098,DyS,6,0.0263183888888889,DyS,6,6,5,4,10,9,7,1,8,0,3,2
0.16845,0.19008537500000017,0.08505000000000001,0.08725400000000003,0.1422,0.10171300000000003,0.22094999999999998,0.15874749999999993,0.0733,0.055983500000000026,0.05785,0.083998475,0.05915,0.06487120833333333,0.06935000000000001,0.04573299999999999,0.09140000000000001,0.06793149999999998,0.0743,0.057941,0.07165,0.06188025833333333,0.05785,HDy,5,0.04573299999999999,SORD,7,7,4,9,10,6,8,5,1,2,3,0
